source,ref-type,author,year,language,label,title,abstract,inclusion/exclusion,Reason/s for exclusion,Comments,Repetit,electronic-resource-num,Full text,Reason for exclusion,Per llista ongoing ClinicalTrials
random-journal.pdf,ProP306,"McDonald, Rachel",2015,eng,1 population;pro.m:#1;pro.p:#1,Tumor Response After Stereotactic Body Radiation Therapy to Nonspine Bone Metastases: An Evaluation of Response Criteria.,"PURPOSE: To evaluate the applicability of the Response Evaluation Criteria in Solid Tumors (RECIST 1.1) and University of Texas MD Anderson (MDA) Cancer Center criteria in the setting of stereotactic body radiation therapy (SBRT) to nonspine bone metastases. METHODS: Patients who were treated with SBRT to nonspine bone metastases were identified by retrospective chart review. An independent musculoskeletal radiologist evaluated response to treatment using computed tomography (CT) scans. RESULTS: Thirty-three patients were treated to 42 nonspine bone metastases. The most common primary cancer cites were renal cell carcinoma (RCC) (33.3%), lung (24.2%), and prostate (18.2%). Bone metastases were either mainly lytic (57.1%), mainly sclerotic (28.6%), or mixed (14.3%). When lytic and sclerotic lesions were evaluated according to RECIST 1.1, local control (LC) was 83%, 85%, 88%, and 80% for those with CT imaging between months 1 to 3, 4 to 6, 7 to 9, and 10 to 12, respectively. When evaluated by the MDA criteria by density, LC within each time period was slightly greater. Overall LC decreased considerably when evaluated by MDA in terms of size. CONCLUSIONS: Consensus definitions of response are required as they have implications on clinical trials and disease management. Without consistent response criteria, outcomes from clinical trials cannot be compared and treatment efficacy remains undetermined.",exclusion,Other tumor treated (skeletal),,PM243,10.1016/j.ijrobp.2015.07.2288,,,
random-journal.pdf,ProP307,"Y., Alayed",2019,English,pro.p,Two StereoTactic Ablative Radiotherapy Treatments for Localized Prostate Cancer (2STAR),"Purpose or Objective: Ultra-hypofractionation is appealing for prostate cancer (PCa) due to the low alpha/beta ratio, and increasing the dose per fraction could improve the therapeutic index. Here we report the outcomes of a phase II trial in prostate SABR using a two-fraction protocol. Material(s) and Method(s): Patients had low or intermediate risk prostate cancer. Three gold fiducials were implanted for image guidance. The clinical target volume (CTV) included the prostate only, and the planning target volume (PTV) was a 3mm expansion on the CTV, enabled through the use of a rectal immobilization device. The dose prescribed to D99 CTV was 26 Gy in 2 weekly fractions (EQD2 110 Gy1.4). The primary endpoint was quality of life using the EPIC questionnaire, and the minimal clinically important change (MCIC) was defined as an EPIC QOL decrease > 0.5 SD. Biochemical failure (BF) was defined as nadir +2. Four-year PSA response rate (4yPSARR) was defined as < 0.4 ng/ml. Result(s): 30 patients were accrued in 2014 with a median follow-up of 49.3 months. 10% had low-risk, 33% had favourable intermediate-risk and 56% had unfavourable intermediate-risk PCa. Five patients received a short course of ADT. Median nPSA was 0.2 ng/ml. One patient had BF and is being observed. 56.6% of patients had a 4yPSARR. The mean EPIC QOL change from baseline was -1.1 for the urinary domain, -1.04 for the bowel domain, and -3.8 for the sexual domain. Six patients had a MCIC in the urinary or bowel domain, and 3 had a MCIC in the sexual domain. The cumulative rate of grade 3-4 late GI/GU toxicity was 3%, one patient had a grade 3 hemorrhoid and one had a grade 3 urinary retention. Conclusion(s): Two-fraction SABR in prostate cancer is safe and feasible, with a minimal change in QOL experienced by patients and a low rate of late grade 3-4 toxicity. The PSA kinetics and biochemical control rates are encouraging given that the majority had unfavourable intermediate-risk disease, although longer follow-up is required.Copyright © 2019 Elsevier Ireland Ltd",exclusion,Other study design + no comparator,Sembla repetit de ProP308 i ProP309,,http://dx.doi.org/10.1016/S0167-8140%2819%2931260-5,,,
random-journal.pdf,ProP308,"Alayed, Yasir",2019,English,pro.p:#5,Two StereoTactic ablative radiotherapy treatments for localized prostate cancer (2STAR): Results from a prospective clinical trial,"Purpose: Ultrahypofractionation is appealing for prostate cancer (PCa) due to low alpha/beta, and increasing the dose per fraction could improve the therapeutic index. Here we report the outcomes of a phase II prostate SABR trial using two fractions. Method(s): Patients had low or intermediate risk prostate cancer. Three gold fiducials were implanted for image guidance. The clinical target volume (CTV) included the prostate only, and the planning target volume (PTV) was a 3 mm expansion enabled through the use of a rectal immobilization device. The dose prescribed was 26 Gy in 2 weekly fractions (EQD2 110 Gy1.4). The primary endpoint was quality of life using EPIC, and minimal clinically important change (MCIC) was defined as an EPIC QOL decrease >0.5 SD. Result(s): 30 patients were accrued with a median follow-up of 49.3 months. 10% had low-risk, 33% had favourable intermediate-risk and 57% had unfavourable intermediate-risk PCa. Five patients received a short course of ADT. Median nPSA was 0.2 ng/ml. One patient had BF and is being observed. 56.6% of patients had a 4yPSARR. Six (20.7%) patients had a MCIC in the urinary domain, 6 (21.4%) had a MCIC in the bowel domain, and 3 (20%) had a MCIC in the sexual domain. Conclusion(s): Two-fraction SABR in prostate cancer is safe and feasible, with a minimal change in QOL and a low rate of late grade 3-4 toxicity. The PSA kinetics and biochemical control rates are encouraging given that the majority had unfavourable intermediate-risk disease, although longer follow-up is required.Copyright © 2019 Elsevier B.V.",exclusion,Other study design + no comparator,Repetit de ProP309,,10.1016/j.radonc.2019.03.002,,,
random-journal.pdf,ProP309,"Alayed, Yasir",2019,English,pro.p:#5,Two StereoTactic ablative radiotherapy treatments for localized prostate cancer (2STAR): Results from a prospective clinical trial.,"PURPOSE: Ultrahypofractionation is appealing for prostate cancer (PCa) due to low α/β, and increasing the dose per fraction could improve the therapeutic index. Here we report the outcomes of a phase II prostate SABR trial using two fractions. METHODS: Patients had low or intermediate risk prostate cancer. Three gold fiducials were implanted for image guidance. The clinical target volume (CTV) included the prostate only, and the planning target volume (PTV) was a 3 mm expansion enabled through the use of a rectal immobilization device. The dose prescribed was 26 Gy in 2 weekly fractions (EQD2 110 Gy(1.4)). The primary endpoint was quality of life using EPIC, and minimal clinically important change (MCIC) was defined as an EPIC QOL decrease >0.5 SD. RESULTS: 30 patients were accrued with a median follow-up of 49.3 months. 10% had low-risk, 33% had favourable intermediate-risk and 57% had unfavourable intermediate-risk PCa. Five patients received a short course of ADT. Median nPSA was 0.2 ng/ml. One patient had BF and is being observed. 56.6% of patients had a 4yPSARR. Six (20.7%) patients had a MCIC in the urinary domain, 6 (21.4%) had a MCIC in the bowel domain, and 3 (20%) had a MCIC in the sexual domain. CONCLUSIONS: Two-fraction SABR in prostate cancer is safe and feasible, with a minimal change in QOL and a low rate of late grade 3-4 toxicity. The PSA kinetics and biochemical control rates are encouraging given that the majority had unfavourable intermediate-risk disease, although longer follow-up is required.",exclusion,Other study design + no comparator,Repetit de ProP308,,10.1016/j.radonc.2019.03.002,,,
random-journal.pdf,ProP310,"Alayed, Yasir",2019,English,pro.p,Two versus five stereotactic ablative radiotherapy treatments for localized prostate cancer: A quality of life analysis of two prospective clinical trials.,"Purpose: Stereotactic ablative radiotherapy (SABR) is appealing for prostate cancer (PCa) due to low alpha/beta, and increasing the dose per fraction could improve the therapeutic index and lead to a better quality of life (QOL). Here we report the outcomes of a QOL comparison between two phase II clinical trials: two vs. five fraction prostate SABR. Method(s): Patients had low or intermediate risk PCa. The doses prescribed were 26 Gy/2 and 40 Gy/5. Expanded prostate cancer index composite was collected. Urinary, bowel and sexual domains were analyzed. Minimal clinically important change (MCIC) was defined as >0.5 standard deviation. Result(s): 30 and 152 patients were treated with 2-fraction and 5-fraction SABR. Median follow-up was 55 and 62 months. Five-year biochemical failure rate was 3.3% and 4.6%. The 2-fraction cohort had a significantly better mean QOL over time in the bowel domain (p = 0.0004), without a significant difference in the urinary or sexual domains. The 2-fraction cohort had a significantly lower rate of bowel MCIC (17.8% vs 42.3%, p = 0.01), but there was no difference in urinary (24.1% vs 35.7%) or sexual (15.3% vs 29.2%) MCIC. For MCIC x2 (moderate QOL change), the 2-fraction trial had significantly lower MCIC rates in both the bowel (7.1% vs 24%, p = 0.04) and sexual (0 vs 17.6%, p = 0.01) domains. Conclusion(s): 2-Fraction SABR is feasible to deliver and well tolerated, with significant signals of improved bowel and sexual QOL. A randomized trial of two vs. five fractions for prostate SABR is needed to confirm the promising findings of this study.Copyright © 2019 Elsevier B.V.",exclusion,Not the right comparator,Compares two vs. five fraction prostate SABR,,10.1016/j.radonc.2019.06.018,,,
random-journal.pdf,ProP311,"Macias, Victor A",2020,English,pro.m;pro.p,Ultra-hypofractionated radiation therapy for unfavourable intermediate-risk and high-risk prostate cancer is safe and effective: 5-year outcomes of a phase II trial,"Objectives: To report toxicity (primary endpoint) and biochemical disease-free survival (BDFS) outcomes of a phase II trial evaluating ultra-hypofractionated radiation therapy (UHRT), focusing on patients with unfavourable intermediate-risk and high-risk prostate cancer (PCa). Patients and Methods: From 2012 to 2017, 154 patients (92 with unfavourable intermediate-risk or high-risk PCa) were treated with helical TomoTherapy delivering 43.8-45.2 Gy in eight fractions over 3 weeks. Of these, 73% received hormonotherapy (51% neoadjuvant). Result(s): The median (range) follow-up was 48 (19-84) months. For the whole series, crude BDFS and 5-year BDFS rates were 97.4% and 94.3%, respectively. The corresponding figures for unfavourable intermediate-risk and high-risk PCa were 96.7% and 90%, respectively. The crude metastasis-free survival rate was 98% for the unfavourable intermediate-risk and high-risk group. For the whole series, the 5-year cumulative urinary/intestinal grade 2+ late toxicity was 17.8/7.4%. No grade 4-5 toxicity was observed. One patient experienced late grade 3 toxicity (urinary). Conclusion(s): This eight-fraction UHRT regimen can be safely delivered to patients with unfavourable intermediate-risk/high-risk PCa. Its relapse rates are similar to those reported for the combination of external beam radiotherapy plus brachytherapy, however, the observed toxicity profile is milder. The disease survival rates compare favourably with historical controls in some other forms of radiotherapy, with similar side effects. Since the low rate of biochemical/metastasis relapse is encouraging, further research to confirm these results is justified.Copyright © 2019 The Authors BJU International published by John Wiley & Sons Ltd on behalf of BJU International",exclusion,Other study design + no comparator,"Assegurar que comparar amb ""historic controls"" no és un comparador vàlid i que no interessa la ultra-hypofractionated radiation therapy",PM244,http://dx.doi.org/10.1111/bju.14925,,,
random-journal.pdf,ProP312,"Lehrer, Eric J",2020,English,pro.p:#5,Ultrahypofractionated versus hypofractionated and conventionally fractionated radiation therapy for localized prostate cancer: A systematic review and meta-analysis of phase III randomized trials,"Introduction: To characterize the efficacy (5-year disease-free survival [DFS]) and safety (incidence of grade 2+ late gastrointestinal or genitourinary toxicity) of ultrahypofractionated radiation therapy (UHRT) versus hypofractionated radiation therapy (HFRT) and conventionally fractionated radiation therapy (CFRT) by comparing patients treated on phase III protocols. Method(s): A PICOS/PRISMA/MOOSE protocol was used to identify eligible studies. Weighted random effects meta-analyses were conducted using the DerSimonian and Laird method. Wald-type tests were used to compare treatment modalities for each outcome, where the null hypothesis was rejected for p < 0.05. Result(s): Seven studies were included that consisted of 6795 patients (2849 CFRT, 3357 HFRT, and 589 UHRT). Median age was 68 years. Summary effect sizes for 5-year DFS were 85.1% (95% CI: 82.1%-87.8%) for CFRT, 86% (95% CI: 83%-88.7%) for HFRT, and 85% (95% CI: 80%-87%) for UHRT (p = 0.66 and p = 0.8 for CFRT vs. HFRT and CFRT versus UHRT, respectively). Summary effect sizes for late grade 2+ gastrointestinal toxicity were 12.1% (95% CI: 9.2%-15.4%) for CFRT, 14.6% (95% CI: 9.9%-20%) for HFRT, and 10% (95% CI: 7%-13%) for UHRT (p = 0.41 and p = 0.09 for CFRT versus HFRT and CFRT versusus UHRT, respectively). Summary effect sizes for late grade 2+ genitourinary toxicity were 19.4% (95% CI: 10.7-29.9%) for CFRT, 20.4% (95% CI: 10.2%-32.9%) for HFRT, and 18% (95% CI: 15%-22%) for UHRT (p = 0.89 and p = 0.92 for CFRT versus HFRT and CFRT versus UHRT, respectively). Conclusion(s): Ultrahypofrationated regimens appear to offer similar levels of safety and efficacy to CFRT and HFRT. These findings are hypothesis-generating and require further validation by ongoing prospective trials.Copyright © 2020 Elsevier B.V.",exclusion,review,Llegir perquè és una revisió sist. de RCTs,,http://dx.doi.org/10.1016/j.radonc.2020.04.037,,,
random-journal.pdf,ProP313,"F., Alongi",2019,English,pro.p,Updated results of a Phase II study on 5 fractions FFF SBRT for low and intermediate prostate cancer,"Purpose or Objective: SBRT had been shown to be a potential treatment option for localized prostate cancer (PC) in selected population. Usually, prostate SBRT has been delivered every other day in order to favour normal tissues recovery, minimizing side effects. Flattening Filter Free (FFF) delivery is a treatment modality able to reduce treatment beam-on time, decreasing patient positioning uncertainties. We reported feasibility, side effects and biochemical control of FFF SBRT delivered in 5 consecutive days in a cohort of patients affected by localized PC. Material(s) and Method(s): The study, approved by Ethical Committee, started on January 2014. Inclusion criteria were: age <= 80 years, World Health Organization performance status <= 2, histologically proven prostate adenocarcinoma, low-to-intermediate risk according to D'Amico criteria, no distant metastases, no previous surgery other than TURP, no other malignant tumor in the previous 5 years, a pre-SBRT International Prostatic Symptoms Score (IPSS) ranged between 0 and 7. The SBRT-schedules were: 35Gy for low risk and 37.5Gy for intermediate risk PC in 5 fractions, delivered in 5 consecutive days. SBRT was delivered with volumetric modulated radiation therapy (VMAT). Toxicity assessment was performed according to CTCAE v4.0 scale. Neoadjuvant/concomitant hormonal-therapy was prescribed according to risk classification. Results Fifty-two patients were enrolled at the time of analysis. Median age was 73 years (55-83), Median follow-up was 33 months (range: 6-55 months). Thirty-four (65.3%) had a low-risk PC and 18 (34.6%) an intermediate-risk PC. Median initial PSA was 5.9 ng/ml (range, 1.8-15.7 ng/ml). Median Gleason score was 6 (6-7). Median IPSS pre-SBRT was 4.5 (range, 0 - 7). All patients completed the treatment as planned. Acute G1-2 toxicity occurred in 18 (34.6%) patients and was distributed as follows: 8 (15.3%) cases of G1 gastrointestinal toxicity, 1 (1.9%) patients had G2 gastrointestinal toxicity, 5 (9.6%) patients reported G2 genitourinary toxicity and 11 (21.1%) G1 genitourinary toxicity. Patients may have experienced more than one toxicity. Late G1 gastrointestinal toxicity occurred in 5 (9.6%) patients. No G3 toxicities occurred. At the last follow-up median IPSS was 3 (1-19) and median PSA was 0.315 ng/ml (range 0.04-7.965 ng/ml). Biochemical control was 98%. Conclusion(s): The results of our study showed that FFF SBRT in 5 fractions for low-to-intermediate PC is feasible and well tolerated. Longer follow-up is necessary to assess late toxicity and long-term effectiveness.Copyright © 2019 Elsevier Ireland Ltd",exclusion,Other study design (phase I/II),,PM245,http://dx.doi.org/10.1016/S0167-8140%2819%2931978-4,,,
random-journal.pdf,ProP314,"Lamanna, G",2019,English,pro.m,Urethra-sparing prostate cancer SBRT: 18-months results from a once-a-week vs. every-other-day randomized phase II trial,"Purpose: To present the 18-month results from a phase II randomized trial of short vs. protracted urethra-sparing SBRT for localized prostate cancer (PCa). Materials/Methods: From 08/2012 through 12/2015, 170 patients (pts) from 9 institutions with cT1c-3aN0M0 PCa and a risk of nodal involvement <=20% were randomized according to two different o schedules: either 9 days (arm A, 84 pts), or 28 days, once-a-week, the same week-day (arm B, 86 pts).The prescribed dose was 36.25 Gy (7.25 Gy x 5) in both arms, with a urethra sparing of 32.5 Gy (6.5 Gy x 5). SBRT was delivered with VMAT or IMRT using Novalis linacs and the ExacTrac IGRT technology. Genitourinary (GU) and gastrointestinal (GI) toxicity (CTCAE v4.03 grading scale), IPSS, and QoL scores (EORTC QLQ-PR25) were assessed at baseline, at the 5th fraction (5 fx), 12th weeks (W12) and every 6 months since SBRT. Result(s): 82 and 83 pts, respectively, from arms A and B, were retained for this analysis (5 out of 170 randomized pts were never treated). A toxicity stopping rule was activated during the first 3-months of pts' FU though was never triggered. Grade-2 GU toxicity rates at baseline, 5 fx, and W12 were 2%, 17%, and 11% vs. 5%, 19% and 6% for pts in arms A and B, respectively (mainly moderate irritative and voiding symptoms). Only one case of obstructive grade-3 GU toxicity was observed at W12 in arm B. Two cases of grade-2 GI toxicity (2.5%) were observed at 5 fx in arm A. Grade-2 GU toxicity decreased up to a 4 % rate in both arms at the last FU. One case of grade-3 GU toxicity was observed in arm A. The incidence of grade-2 GI toxicity was below 3 % in both arms. Concerning IPSS, the rate of pts satisfied at baseline and 18-months were 80 % and 90 % for arm A and 77 and 88 % for arm B, respectively. No changes in EORTC QLQ-PR25 scores were observed in both arms during the first 18 months. Median PSA decreased from 8.3 and 7 ng/ ml at baseline to 0.53 and 0.46 ng/ml at month 18 for arms A and B, respectively. Conclusion(s): 18-months results of this trial demonstrate for both study arms the good tolerance and toxicity profile of both treatment arms with minimal impact on QoL.",exclusion,Not the right comparator,Compares two dosing schemes. Sembla duplicat de ProP315,PM246,10.1007/s00066-019-01459-0,,,
random-journal.pdf,ProP315,"Zilli, T",2017,English,pro.p,Urethra-sparing SBRT for prostate cancer: Acute toxicity results from a randomized phase II trial,"Purpose or Objective To present the acute toxicity results from a prospective multicenter phase II randomized trial of short or protracted urethra-sparing stereotactic body radiotherapy (SBRT) for localized prostate cancer (PCa). Material and Methods From 08/2012 to 12/2015, 170 patients (pts) from nine European centers with cT1c-3a N0 M0 PCa and a low risk of nodal involvement (<=20%, according to Roach et al.) were recruited and randomized according to two different overall treatment time (OTT) schedules: either 9 days (arm A, 84 pts), or 28 days, once-a-week, the same weekday (arm B, 86 pts). The prescribed dose was 36.25 Gy in 5 fractions of 7.25 Gy to the prostate +/- seminal vesicles in both arms. The prostatic urethra, with a surrounding margin of 3 mm, received a lesser dose of 5 x 6.5 Gy = 32.5 Gy. All patients were treated either with a VMAT or IMRT technique under stereotactic conditions using Novalis linacs and ExacTrac image-guided technology. Genitourinary (GU) and gastrointestinal (GI) toxicity (CTCAE v4.0 grading scale), IPSS, and QoL scores (EORTC QLQ-PR25) were assessed at baseline, at the 5th fraction (5fx), and 12th weeks (12W) since SBRT start. Results 82 (median age 70 years) and 83 (median age 69 years) pts, respectively, from arms A and B, were retained for this analysis. Low-, intermediate-, and high-risk presentation was respectively 22%, 63%, and 15% (arm A) and 22%, 64%, and 14% (arm B). A 6-months androgen deprivation was used in 44% and 45% of the pts in arm A and B, respectively. The toxicity stopping rule of the study during the first 3-months was never activated. In both arms, Grade 1 GI toxicity increased from baseline to 5fx (from 19.5% to 38% and from 23% to 32% for arms A and B, respectively) returning back to baseline by W12 (18% for Arm A and 25% for Arm B). Only 2 cases of grade 2 GI toxicity (2.5%) were observed at 5fx in arm A. Grade 2 GU toxicity rates at baseline, 5fx, and W12 were 2%, 17%, and 11% vs. 5%, 19% and 6% in arms A and B, respectively (mainly moderate irritative and voiding symptoms). Only one grade 3 GU toxicity was observed at W12 in arm B (desobstructive TURP in a patient with a preexisting history of acute urinary retention). Median IPSS scores at the same endpoints were 6, 10, and 6 vs. 6, 10, and 7 for arms A and B, respectively, with similar IPSS-based QoL rates at baseline and W12 (80% of pts satisfied). No changes in EORTC QLQ-PR25 scores for GU, GI, and sexual domains were observed in both arms between baseline and W12. Conclusion Preliminary results of this trial demonstrate for both study arms the feasibility, tolerance, and acceptable toxicity profile of this treatment approach. Longer follow-up is needed to assess the impact of OTT and urethra-sparing on outcome, late toxicity, and QoL.",exclusion,Not the right comparator,Compares two dosing schemes,,,,,
random-journal.pdf,ProP316,"Zilli, T",2016,English,pro.p:#2,Urethra-sparing SBRT for prostate cancer: dosimetric optimization with VMAT vs. IMRT and the learning curve effect,"Purpose/Objective: To compare the dosimetric results of intensity-modulated radiotherapy (IMRT) and volumetric modulated arc therapy (VMAT) and to assess the learning curve effect on dosimetric optimization in patients randomized in a prospective multicenter phase II trial of urethra-sparing stereotactic body radiotherapy (SBRT) for localized prostate cancer. Materials/Methods: Dosimetric data of the first 40 patients randomized between 07/2012 and 03/2014 in 9 different centers were analyzed. The SBRT protocol consisted of 36.25 Gy in 5 fractions of 7.25 Gy to the planning target volume (PTV=prostate with (n=20) or without (n=20) seminal vesicles (SV) with a 5-mm anisotropic expansion, except 3-mm posteriorly). The prostatic urethra with an additional margin of 3 mm (urethral planning risk volume, uPRV) received simultaneously 5 x 6.5 Gy = 32.5 Gy. Plans were generated using either VMAT (n=20) or IMRT (n=20) technique, with each modality including (n=10) or not (n=10) SV in the PTV. All plans were optimized until the dose prescription parameters and organs at risk (OAR) dose-volume constraints were obtained. Mean doses (+/- SD) to the PTV, uPRV, and remaining OAR were analyzed. The PTV homogeneity index (HI) and the dice similarity coefficient (DSC) were also assessed. To evaluate the learning curve effect in VMAT optimization, VMAT plans of the first 20 patients were compared with VMAT plans generated in the last 20 randomized patients (05/2014-08/2015). Result(s): Compared to IMRT plans, VMAT required a lower number of MU (2245 vs. 3685, p=.0001) and resulted in a better HI (0.90 vs. 0.11, p=.002) and uPRV coverage (D98% 31.2 vs. 30.1 Gy, p=.001). Regardless of the RT technique, dose constraints were respected for all OAR. The V100, V90 and V80 for the rectal wall were 1.6+/-1.4% vs. 2.5+/-1.9% (ref. <5%), 10.3+/-3.0% vs. 11.0+/-3.3% (ref. <10-15%) and 16.2+/-3.7% vs. 14.8+/-4.2 (ref. <20-25%) for IMRT and VMAT patients, respectively, with no significant differences between the two techniques. For the bladder wall, the V100 and V90 were similar for IMRT and VMAT (7.8+/-3.7% vs. 7.0+/-3.8%, ref. <10- 15% and 15.3+/-4.0% vs. 13.1+/-4.8%, ref. <20%), while VMAT performed better than IMRT for the V50 (28.4+/-11.6% vs. 37.2+/-9.2% (ref. <50%), p=.011). Compared to the first VMAT optimizations, plans generated in the last part of the study showed a better PTV DSC value (0.88 vs 0.78, p=.009), a reduced V100 (1.3 vs. 2.5%, p=.023) for the rectal wall, and an overall better bladder sparing (V100, V90 and V80, p<.05). Conclusion(s): For all participating centers, urethra-sparing SBRT plans met all the dosimetric endpoints in terms of PTV coverage as well as OAR sparing, irrespectively of the technique used. Compared with IMRT, VMAT plans resulted in more homogeneous dose distribution, reduced number of MU, and better uPRV coverage. Conformality and OAR sparing with VMAT may be improved after gaining experience in SBRT plan optimization.",exclusion,Not the right comparator,Comparen SBRT combinat amb VMAT o IMRT,,,,,
random-journal.pdf,ProP317,"Jaccard, M.",2019,English,pro.p,Urethra-sparing SBRT for prostate cancer: quality assurance of a randomized phase II trial,"Purpose or Objective: To present the radiotherapy quality assurance (RTQA) results from a prospective multicenter phase II randomized trial of short vs. protracted urethra-sparing stereotactic body radiotherapy (SBRT) for localized prostate cancer (PCa). Material(s) and Method(s): From 08/2012 through 12/2015, 165 patients (pts) from nine institutions with localized PCa were randomized and treated according to two different overall treatment time schedules: either 9 days (arm A, 82 pts), or 28 days, once-a-week, the same week-day (arm B, 83 pts). The prescribed dose was 36.25 Gy in 5 fractions of 7.25 Gy to the prostate planning target volume (PTV) with (n=92) or without (n=73) inclusion of the seminal vesicles (SV) (5-mm isotropic expansion, with a 3-mm posterior margin). The urethra planning risk volume (uPRV=prostatic urethra+3-mm margin) was planned to receive 32.5 Gy. Patients were treated either with a volumetric modulated arc therapy (VMAT) (n=112, 72 with SV) or intensity modulated RT (IMRT) (n=53, 20 with SV) technique under stereotactic conditions using Novalis linacs and ExacTrac image-guided technology. Dosimetric results, PTV homogeneity index (HI), Dice similarity coefficient (DSC), number of monitor units (MU), as well as deviations from protocol dose constraints were retrospectively analyzed and compared between pts treated with a VMAT vs. IMRT technique. Result(s): Major protocol deviations occurred for 52 pts (32%), mostly for uPRV (12%) and PTV (5%) coverage, and for the rectal (RW) and bladder wall (BW) V90% (7%, each) (Table 1), while minor deviations occurred for 67 pts (41%). For PTV and uPRV coverage, deviations were more frequent in the IMRT group (p=0.001 and p<0.0001, resp.). As compared to IMRT, treatment planning with VMAT resulted in a slightly better uPRV coverage (D98%=31.1 vs. 30.6 Gy, p<0.0001), less MU (2335 vs. 3454, p<0.0001), and better HI (0.09 vs. 0.11, p<0.0001) and DSC (0.85 vs. 0.75, p<0.0001) values. Moreover, VMAT yielded better dosimetric parameters for the BW V50% (26.1% vs. 33.3%, p=0.0001) and the penile bulb (PB) Dmean (30.7 vs. 31.1 Gy, p=0.008), while other dosimetric parameters were similar. The inclusion of the SV in the PTV impacted negatively on the RW V90% (9.1% without vs. 10.4% with, p=0.0003) and RW V80% (13.2% without vs. 15.7% with, p=0.0003). The PTV volume was found to mildly linearly correlate with the BW V50% (r =0.523, p<0.0001) and the femoral heads (FH) D2% (r =0.572, p<0.0001). [Table Presented] Conclusion(s): The retrospective QA analysis of this prospective SBRT trial showed up to a 32% rate of dosimetric variations with potential impact on tumor control and/or toxicity profile. Use of an IMRT technique and inclusion of SV in the PTV were the major causes of protocol deviations. Integration of prospective RTQA protocols is encouraged for future PCa SBRT clinical trials to prevent and correct protocol violations before start of treatment.Copyright © 2019 Elsevier Ireland Ltd",exclusion,Not the right comparator,,,10.1016/S0167-8140(19)31029-1,,,
random-journal.pdf,ProP318,"Jaccard, Maud",2020,eng,pro.p,Urethra-Sparing Stereotactic Body Radiation Therapy for Prostate Cancer: Quality Assurance of a Randomized Phase 2 Trial,"Purpose: To present the radiation therapy quality assurance results from a prospective multicenter phase 2 randomized trial of short versus protracted urethra-sparing stereotactic body radiation therapy (SBRT) for localized prostate cancer. Methods and Materials: Between 2012 and 2015, 165 patients with prostate cancer from 9 centers were randomized and treated with SBRT delivered either every other day (arm A, n = 82) or once a week (arm B, n = 83); 36.25 Gy in 5 fractions were prescribed to the prostate with (n = 92) or without (n = 73) inclusion of the seminal vesicles (SV), and the urethra planning-risk volume received 32.5 Gy. Patients were treated either with volumetric modulated arc therapy (VMAT; n = 112) or with intensity modulated radiation therapy (IMRT; n = 53). Deviations from protocol dose constraints, planning target volume (PTV) homogeneity index, PTV Dice similarity coefficient, and number of monitor units for each treatment plan were retrospectively analyzed. Dosimetric results of VMAT versus IMRT and treatment plans with versus without inclusion of SV were compared. Result(s): At least 1 major protocol deviation occurred in 51 patients (31%), whereas none was observed in 41. Protocol violations were more frequent in the IMRT group (P <.001). Furthermore, the use of VMAT yielded better dosimetric results than IMRT for urethra planning-risk volume D98% (31.1 vs 30.8 Gy, P <.0001), PTV D2% (37.9 vs 38.7 Gy, P <.0001), homogeneity index (0.09 vs 0.10, P <.0001), Dice similarity coefficient (0.83 vs 0.80, P <.0001), and bladder wall V50% (24.5% vs 33.5%, P =.0001). To achieve its goals volumetric modulated arc therapy required fewer monitor units than IMRT (2275 vs 3378, P <.0001). The inclusion of SV in the PTV negatively affected the rectal wall V90% (9.1% vs 10.4%, P =.0003) and V80% (13.2% vs 15.7%, P =.0003). Conclusion(s): Protocol deviations with potential impact on tumor control or toxicity occurred in 31% of patients in this prospective clinical trial. Protocol deviations were more frequent with IMRT. Prospective radiation therapy quality assurance protocols should be strongly recommended for SBRT trials to minimize potential protocol deviations.Copyright © 2020 Elsevier Inc.",exclusion,Not the right comparator,,,http://dx.doi.org/10.1016/j.ijrobp.2020.06.002,,,
