source,ref-type,author,year,language,label,title,abstract,inclusion/exclusion,Reason/s for exclusion,Comments,electronic-resource-num,Repeated article,inclusion/exclusion full text,Reason/s for exclusion full text,Comments full text
random-journal.pdf,LivP193,"Lazarev, Stanislav",2018,eng,LIV.P:#5*,Stereotactic body radiation therapy for centrally located hepatocellular carcinoma: outcomes and toxicities.,"PURPOSE: To examine safety and efficacy of stereotactic body radiation therapy (SBRT) for centrally located hepatocellular carcinoma (CL-HCC). METHODS: Fifty-three patients with CL-HCC were treated with SBRT from 2011 to 2017 in our institution. CL-HCC was defined as a tumor sited in segments 4, 5, or 8 adjacent to the hepatic hilum, or < 1.5 cm from main portal branches. Primary endpoints were treatment response, local control (LC), and hepatobiliary toxicity (HBT). RESULTS: Thirty-three (62.3%) patients had Child-Turcotte-Pugh score A, 20 (37.77%)-score B. Albumin-bilirubin grade 1 constituted 6 (11.3%) cases, grade 2-32 (60.4%), grade 3-15 (28.3%). Median tumor diameter was 34 mm. Median BED10 was 72 Gy. Complete/partial response was observed in 40 (75.5%) lesions, stable disease-in 9 (17.0%). At a median follow-up of 12.2 months, there were 6 (11.3%) local failures. The actuarial 2-year LC rate was 87.9%. 2-year LC was better with higher BED10 (> 70 vs ≤ 70 Gy) 96.9 vs 72.5%, p = 0.01. The 2-year rates for disease-specific and overall survival were 53.2 and 39.1%, respectively. The incidence of any Grade ≥ 3 AE was 9 (17.0%). There were no grade 5 AEs. There was a trend toward an increased risk of grade ≥ 3 AE with mean liver dose > 10 Gy (p = 0.07). CONCLUSIONS: In the present cohort, SBRT to the CL-HCC produced excellent treatment response with acceptable HBT and LC. Select HCC patients who are not candidates for surgery or other locoregional therapies can be considered for SBRT to the central liver.",exclusion,No comparator,,10.1007/s00432-018-2729-y,,,,
random-journal.pdf,LivP194,"A.J., McPartlin",2016,English,LIV.M:#5;LIV.P:#1,Stereotactic body radiation therapy for colorectal liver metastasesdlong-term follow-up of a single center's sequential prospective studies,"Purpose/Objective(s): The liver is a common site for colorectal carcinoma (CRC) metastasis. SBRT for CRC liver metastasis has not been well established. We report mature outcome of sequential prospective phase I/II studies of SBRT for CRC liver metastasis. Materials/Methods: Patients with metastatic CRC to liver, unsuitable for surgery, treated on either a phase I study of 6 fraction SBRT (for liver metastases from any primary cancer) or a phase II study of 6 fraction SBRT for CRC liver metastases were pooled for evaluation. Eligibility criteria included ECOG performance status (PS) - 2, tumor - 15cm, life expectancy > 3 months -700ml uninvolved liver and, for phase II - 5 metastases. GTV was contoured on IV contrast CT and expanded isotropically within liver by 5mm to CTV; PTVexpansion was determined by individual respiratory motion, using ABC breath hold or abdominal compression if amplitude of breathing motion was > 5 mm. SBRT was delivered in six fractions on alternate days with individualized dose based on the effective volume of liver irradiated. Result(s): From August 2003 until September 2012, 60 CRC patients were treated (39 on phase I, 21 on phase II). Table 1 shows patient characteristics. Median time from diagnosis to SBRT was 30 months. All patients completed SBRT as prescribed. Of 60 patients, 57 were followed until death or continue to be seen, while 3 were lost to follow up, all having progressive disease at last review at 5.0, 6.6 and 34.1 months. All patients were imaged at least once post treatment; median time from treatment to final imaging was 12.6 months (0.4-96.2). At time of last imaging, 42% had progressed in-field, 28% SD, 23% PR and 7% CR. Median time to infield progression was 6.9 months. Median survival following SBRT was 14.9 months. Two patients remain alive 49 and 125 months post SBRT respectively without evidence of active disease or subsequent therapy. On univariate analysis, GTVsum volume, hemoglobin, prescribed dose and extra hepatic disease were predictive for survival (all P < 0.05). On multivariate analysis of these factors, prescribed dose (P = 0.001) and extra hepatic disease (P = 0.006) remained predictive. For LC, only prescribed dose was predictive on UVA (P = 0.004). Survival for the 16 patients without extra-hepatic disease prescribed > mean dose (41.6 Gy) was 25 months vs 12.6 months for the remainder. (Table presented) Conclusion(s): In this prospective study, SBRT is shown to be effective for LC of CRC liver metastases in the majority of patients, even in those with larger GTVs. Dose prescribed was highly predictive for LC and OS, providing a rationale for dose escalation. A small proportion of patients may experience long term survival.",exclusion,,,http://dx.doi.org/10.1016/j.ijrobp.2016.06.1052,,,,
random-journal.pdf,LivP195,"Caivano, Donatella",2015,eng,LIV.M:#5;LIV.P:#5,Stereotactic Body Radiation Therapy for Liver Lesions. A Single-institution Experience.,"AIM: To evaluate survival and toxicity in a cohort of patients treated with stereotactic body radiation therapy (SBRT) for unresectable intrahepatic malignancies. PATIENTS AND METHODS: From 2007 to 2014, 23 patients with 34 lesions (three primary and 31 metastatic liver tumors) were treated with SBRT. RESULTS: The median follow-up was 9 months (range=1-76) for all patients. Local control was reached in 27 out of 34 (79%) treated lesions, with 1 and 2 years rates of 93% and 73%, respectively. The progression-free survival at 1-year and 2-year was 50% and 25%, respectively. Median overall survival was 16 months (95% confidence interval=8-24 months), with 1-year and 2-year rates of 58% and 41%, respectively. Toxicity was very low consisting mainly of grade 1 and 2 events. CONCLUSION: SBRT provides good local control for both primary and metastatic liver lesions, with minimal toxicity.",exclusion,,,,,,,
random-journal.pdf,LivP196,"Mazzola, Rosario",2018,eng,LIV.M:#5;LIV.P:#1,Stereotactic body radiation therapy for liver oligometastases: predictive factors of local response by (18)F-FDG-PET/CT.,"OBJECTIVE: To investigate metabolic parameters as predictive of local response after stereotactic body radiation therapy (SBRT) for liver-oligometastases. METHODS: Inclusion criteria of the present retrospective study were: (a) liver oligometastases with controlled primary tumor; (b) absence of progressive disease ≥6 months; (c) metastases ≤ 3; (d) evaluation of SBRT-response by means of 18-fludeoxyglucose-PET/CT for at least two subsequent evaluations; (e) Karnofsky performance status >80; (f) life-expectancy >6 months. The following metabolic parameters were defined semi-quantitatively for each metastases: (1) standardized uptake value (SUVmax; (2) SUV-mean; (3) metabolic tumor volume (MTV), tumor volume with a SUV ≥3, threshold 40%; (4) total lesion glycolysis (TLG), i.e. the product of SUV-mean and MTV. Local control was defined as absence of recurrence in the field of irradiation. RESULTS: 41 liver metastases were analyzed. Pre-SBRT, median SUV-max was 8.7 (range, 4.5-23.59), median SUV-mean was 4.6 (range, 3-7.5), median MTV was 5.7 cc (range, 0.9-80.6) and median total lesion glycolysis was 24.1 (range, 3.6-601.5). At statistical analysis, metastases with SUV-mean >5 (p 0.04; odds ratio 4.75, sensitivity = 50%, specificity = 82.6%, area under the curve 0.66) and SUV-max >12 (p 0.02; odds ratio 5.03, sensitivity = 69%, specificity = 70%, area under the curve = 0.69) showed higher rates of infield-failure compared to the remaining lesions. CONCLUSION: According to current findings, pre-SBRT SUV-max and SUV-mean could be predictable of local response in liver oligometastases. Advances in knowledge: Present findings could support the hypothesis that fludeoxyglucose-PET/CT may be a powerful tool to predict tumor control. Specifically, current results might be helpful for clinicians in the decision-making process regarding liver oligometastatic patient selection as well as the individual therapy stratification distinguishing between slowly local progressing patients and rapidly progressing patients.",exclusion,,,10.1259/bjr.20180058,,,,
random-journal.pdf,LivP197,"Yoon, Sang Min",2020,English,LIV.P:#5*,"Stereotactic body radiation therapy for small (<=5 cm) hepatocellular carcinoma not amenable to curative treatment: Results of a single-arm, phase II clinical trial","BACKGROUND/AIMS: Stereotactic body radiation therapy (SBRT) is used as an  alternative ablative treatment in patients with hepatocellular carcinoma (HCC) not suitable for curative treatments. The purpose of this prospective study was to evaluate the long-term efficacy of SBRT for small (≤5 cm) HCCs. METHODS: A phase II, single-arm clinical trial on SBRT for small HCCs was conducted at an academic tertiary care center. The planned SBRT dose was 45 Gy with a fraction size of 15-Gy over 3 consecutive days. The primary endpoint was 2-year local control rate. Radiologic responses were assessed according to the Response Evaluation Criteria in Solid Tumors (RECIST, version 1.1) and the modified RECIST criteria. RESULTS: Between 2013 and 2016, 50 patients (53 lesions) were enrolled, with a median follow-up period of 47.8 months (range, 2.9-70.6). Patients' age ranged from 41 to 74 years, and 80% were male. Median tumor size was 1.3 cm (range, 0.7-3.1). The 2- and 5-year local control rates were 100% and 97.1%, respectively. The 5-year overall survival rate was 77.6%. Six months after SBRT, radiologic responses were evident in 44 lesions (83%) according to the RECIST criteria and 49 (92.4%) according to the modified RECIST criteria. None of the patients showed grade ≥3 adverse events. CONCLUSIONS: SBRT showed excellent results as an ablative treatment for patients with small HCCs while showing minimal toxicities. SBRT can be a good alternative for both curative and salvage intents in patients with HCCs that are unsuitable for curative treatments.",exclusion,No comparator,,10.3350/cmh.2020.0038,,,,
random-journal.pdf,LivP198,"Su, Ting-Shi",2016,English,LIV.P:#5*,Stereotactic body radiation therapy for small primary or recurrent hepatocellular carcinoma in 132 Chinese patients,"AIM: To evaluate the efficacy of stereotactic body radiation therapy (SBRT) in small hepatocellular carcinoma (HCC) patients. METHODS: From March 2009 to April 2015, we treated 132 small HCC patients with SBRT. Eligibility criteria included longest tumor diameter ≤5.0 cm; Child-Turcotte-Pugh (CTP) Class A or B; unfeasible, difficult or refusal to undergo other surgery or percutaneous ablative therapies; and tumor recurrence after other local treatment. The dose of 42-46 Gy in 3-5 fractions and 28-30 Gy in 1 fraction was prescribed. RESULTS: Of the treated patients, 114 were classified as CTP A and 18 as CTP B. Median tumor size was range 1.1-5.0 cm. The local control rate at 1 years was 90.9%. OS at 1, 3, and 5 years was 94.1%, 73.5%, and 64.3%, respectively. PFS at 1, 3, and 5 years was 82.7%, 58.3%, and 36.4%, respectively. Hepatic toxicity grade ≥3 was observed in 11 patients. Multivariate analysis revealed that CTP B was associated with worse OS (P < 0.001) and multiple nodules were associated with worse PFS (P = 0.001). CONCLUSIONS: SBRT is a promising alternative treatment for patients with primary or recurrent small HCC who are unsuitable for surgical resection or local ablative therapy.",exclusion,No comparator,,http://dx.doi.org/10.1002/jso.24128,,,,
random-journal.pdf,LivP199,"Iftode, Cristina",2018,eng,LIV.M:#5;LIV.P:#1,Stereotactic Body Radiation Therapy in Oligometastatic Ovarian Cancer: A Promising Therapeutic Approach.,"OBJECTIVE: Stereotactic body radiation therapy (SBRT) has been successfully used to treat oligometastases of several primary tumors, but few experiences have been described in patients with gynecological oligometastatic cancer, particularly in ovarian neoplasm. The aim of this study was to evaluate the role of this new radiotherapy modality in a series of oligometastatic ovarian cancer patients. MATERIALS AND METHODS: Clinical records of patients affected by oligometastatic ovarian carcinoma treated with SBRT were reviewed. RESULTS: Twenty-six patients with 44 metastatic lesions (lymph nodes, 63.6%; liver, 31.8%; and lung, 4.5%) treated with SBRT between January 2011 and May 2017 were analyzed. After a median follow-up period of 28.5 months (range, 6-86 months), 17 patients (65.4%) were still alive at time of analysis: 6 are without evidence of disease, 11 experienced a disease progression. Eight patients died of disease, 1 died because of an heart attack while being disease free. The median local control (LC) was not reached. One-, 2-, and 5-year LCs were 92.9%. Median progression-free survival was 19 months, with 1-year progression-free survival of 69.3% and 38% at 2 years, 19% at 5 years. Median overall survival was 64.5 months, with all patients alive after 1 year, 92.7% at 2 years, and 61.7% at 5 years. Five (11.3%) cases experienced G2 toxicity; most common adverse effect was nausea and vomiting (3 cases [6.8%]) followed by abdominal pain (2 cases [4.5%]). None of the patients had grade 3 or grade 4 acute or late toxicity. CONCLUSIONS: In conclusion, SBRT is a feasible and safe approach for selected cases of oligometastatic ovarian cancer, with satisfactory results in terms of LC and disease free survival.",exclusion,,,10.1097/IGC.0000000000001324,,,,
random-journal.pdf,LivP200,"Caivano, Donatella",2017,eng,LIV.M:#5;LIV.P:#5,Stereotactic Body Radiation Therapy in Primary and Metastatic Liver Disease.,"BACKGROUND/AIM: The aim of this study was to investigate the treatment outcomes and toxicities in patients with liver disease treated by Stereotactic Body Radiation Therapy (SBRT). PATIENTS AND METHODS: From 2007 to 2016, 43 patients with 58 lesions (6 primary and 37 metastatic liver tumors) were treated with SBRT. RESULTS: Local Control was reached in 47 out of 58 (81%) treated lesions with 12 and 24-month rates of 81% and 74% respectively. The progression-free survival at 12 and 24 months was 42% and 36%, respectively. The disease specific survival at 12 and 24 months was 74% and 46% respectively. Median overall survival (OS) was 20 months and the rates of OS were 74% and 46% at 12 and 24 months respectively. Toxicity was very low consisting mainly of Grade 1 and 2. CONCLUSION: SBRT provides good local control for both primary and metastatic liver lesions, with minimal toxicity.",exclusion,No comparator,,10.21873/anticanres.12169,,,,
random-journal.pdf,LivP201,"F.M., Kong",2017,English,LIV.P,Stereotactic body radiation therapy to generate comparable survival to surgery in treating hepatocellular carcinoma (HCC): results of 756 patients,"Background: Stereotactic Body Radiation Therapy (SBRT) has emerged as a viable treatment option in patients with hepatocellular carcinoma (HCC). This study aimed to compare survival outcomes after SBRT with other front line local treatments for HCC. Method(s): This is a retrospective analysis of patients identified through our cancer registry from 2000 to 2016. Patients treated with any local therapy alone were eligible: SBRT, surgery, conventional external beam radiation (CEBRT), and other local therapies including brachytherapy. Patients treated with combined therapies such as SBRT plus liver transplant were excluded. The primary endpoint was overall survival which was estimated from the time of diagnosis. Differences between the groups were compared using log-rank test. The data are presented as median (95%CI). Result(s): A total of 756 patients with a median follow-up of 45 months (mo) met the selection criteria: 116, 380, 43, and 217 patients received SBRT, surgery, CEBRT, and other local treatment, respectively. Median age was 61, 60, 61 and 60 years, respectively. The median overall survival/3 year overall survival rate were 49 (32-66) mo /53% (44-65%) for patients treated with SBRT, which were not significantly different from 75 (57-94) mo /63% (58-69%) of surgery (p = 0.27), non-significantly better than 22 (13- 31) mo /41% (27-60%) of CEBRT (p = 0.13), significantly better than 15 (13-20) mo /26% (20-34%) of other local treatments (p = 3x109). After adjusting for significant prognostic factors including age, race, status of tobacco abuse, history of alcohol use, tumor size, histology grade and stage, the survival outcomes of SBRT remained to be insignificantly different from surgery (HR = 0.8, p = 0.2), have a trend of significant difference from CEBRT (HR = 1.4, p = 0.1) and remarkably superior to that of other local treatments (HR = 1.8, p = 2x109). Conclusion(s): This study suggests that SBRT is an excellent front line option for HCC, potentially comparable to surgical resection and associated with longer survival than other front line local treatments. Randomized studies are needed to validate these findings.",inclusion,,"No diu res de matching, formalment no compliria 100% amb els criteris d'inclusió",,,,,
random-journal.pdf,LivP202,NCT03654131,2018,,5 study;LIV.M:#3;LIV.P:#1,Stereotactic Body Radiation Therapy vs. Percutaneous Microwave Ablation for Colorectal Cancer Patients With Metastatic Disease in the Liver,Colorectal cancer patients with 1‐3 liver metastases (diameter ≤4.0 cm) found unsuitable for resection are randomized 1:1 to either MWA or SBRT. Chemotherapy is allowed. Curative treatment of extrahepatic disease must be initiated in patients with lung metastases and/or primary tumors. Patients will be analyzed according to the intention‐to‐treat principle.,exclusion,Wrong comparator,,,,,,
random-journal.pdf,LivP203,"Scorsetti, Marta",2016,eng,LIV.M:#1;LIV.P:#1,Stereotactic body radiation therapy: A promising chance for oligometastatic breast cancer.,"BACKGROUND: Multidisciplinary management of oligometastatic breast cancer with local therapy could improve disease control. The aim of our study is the assessment of safety and efficacy of Stereotactic Body Radiation Therapy (SBRT) in selected subset of patients. PATIENTS AND METHODS: Oligometastastic patients from breast cancer were treated with SBRT for 1-3 lung and liver lesions, in an observational study. Inclusion criteria were: age >18 years, ECOG 0-2, diagnosis of breast cancer, no extrapulmonary and/or extrahepatic disease, other metastatic sites stable or responding after chemotherapy were allowed, no life threatening conditions, less than 5 lung and liver lesions (with maximum diameter <5 cm), chemotherapy completed at least 3 weeks before treatment, written informed consent. Prescription dose ranged between 48 and 75 Gy in 3 or 4 consecutive fractions. Primary end-point was local control (LC). Secondary end-points were toxicity, overall survival (OS) and progression-free survival (PFS). RESULTS: From April 2010 to June 2014, 33 patients for a total number of 43 lesions were irradiated. Median follow up was 24 months (range 3-59). Actuarial LC rates were 98% at 1 year and 90% at 2 and 3 years. Complete response, partial response and progressive disease were detected in 25 (53.2%), 16 (34%), and 6 (12.8%) lesions, respectively. Median OS was 48 months. Actuarial OS rates at 1 and 2 years were 93% and 66% respectively. Median PFS was 11 months, with a PFS rate at 1 and 2 years of 48% and 27%, respectively. At univariate analysis DFI >12 months, hormonal receptor positivity, medical therapies after SBRT showed a significant impact on OS. Treatment was well tolerated, with no G3-4 toxicities. CONCLUSIONS: SBRT is a safe and feasible alternative treatment of liver and lung oligometastases from breast cancer, in selected patients not amenable to surgery, with good local control and survival rate.",exclusion,No comparator,,10.1016/j.breast.2015.12.002,,,,
random-journal.pdf,LivP204,"Chopra, Supriya",2019,eng,LIV.P:#5*,Stereotactic body radio therapy for inoperable large hepatocellular cancers: results from a clinical audit.,"OBJECTIVES: To evaluate the outcomes of stereotactic radiotherapy (SBRT) in the treatment of inoperable hepatocellular carcinomas (HCC) that are unsuitable for, or refractory to other liver-directed therapies. METHODS: Between March 2015 and June 2018, patients with primary HCCs refractory to or unsuitable for treatment with other liver-directed therapies were treated with SBRT. Patients of Child status A5-B7 and with normal liver reserve ≥ 700 cc were preferred. Local control (LC), overall survival (OS), progression free survival (PFS) and effect of prognostic factors were analysed. RESULTS: 21 patients with inoperable HCCs were treated. The median tumour diameter was 9.6 cm (5-21) and median tumour volume was 350 cc (32.9 - 2541). The median SBRT dose prescription was 42 Gy/6 fractions (25 - 54 Gy/6#). The 1- and 2-year LC rate was 88 and 43 % respectively. Overall rate of > grade III toxicity was 14 %. Patients with Child A5 liver function had a better median OS than A6 and B7 patients [21 vs 11 vs 8 months]. Also, tumours with GTV < 350 cc volumes had a better OS compared to GTV of greater than 350 cc [24 months vs 8 months, p value = 0.004]. CONCLUSIONS: This study showed that SBRT can be used safely and effectively to treat inoperable HCCs with or without prior loco-regional therapies, resulting in good local control and survival with acceptable toxicity. ADVANCES IN KNOWLEDGE: Use of SBRT in inoperable HCC is safe and effective.",exclusion,No comparator,,10.1259/bjr.20181053,,,,
random-journal.pdf,LivP205,"Z., Lim",2018,English,LIV.P:#5*,Stereotactic body radiotherapy (cyberknife) for early stage hepatocellular carcinoma: A single center experience of 43 patients and 58 lesions,"Background: Curative locoregional therapies for hepatocellular carcinoma (HCC) are not always feasible due to location of lesions or inability to identify lesions with ultrasound. Stereotactic body radiotherapy (SBRT; Cyberknife) is a novel treatment modality in the management of HCC. This study assessed the efficacy and safety of Cyberknife (CK) in the management of HCC. Method(s): A retrospective analysis of consecutive HCC patients who were treated with CK from January 2014 to March 2018 at a single tertiary center was performed. Patients were treated with CK when local ablation was not technically possible or when lesions failed to respond to other treatments. Contrast enhanced MRI was used for diagnosis and follow up.Patient survival and time to any progression or lesional progression was analysed with Kaplan-Meier survival curves. Results were analysed per patient and per treated lesion. Result(s): 43 patients and 58 lesions were treated and followed for a mean of 14.4 months. Most patients had good performance status (ECOG 0 {76.7%} or 1 {20.9%}), compensated cirrhosis (Child's A {79.1%} or B {20.9%}) and early stage disease (BCLC 0 {4.7%} or A {65.1%}). 30 patients had a single lesion, 11 had two lesions and 2 had three lesions. Mean lesion diameter was 20.1 mm (14-80 mm). Technical contraindications to ablation accounted for 27 treatments, the remainder were due to previous treatment failure. 11 patients died in the study period, 5 related to HCC. Overall survival was 81.6% at 1 year and 50.4% at 2 years. 19 patients progressed, but only 4 patients (5 lesions) had a local recurrence of a treated lesion. 95.6% of lesions had on-going complete response at 1 year and 71.7% at 2 years. 6 patients were bridged to transplant and 2 remain on the waitlist. Superior survival was associated with better performance status (p<0.001), earlier Childs-Pugh (p<0.001) and BCLC stage (p<0.001), and lower AFP (p<0.05); but not age, lesion size or number, or whether CK was a primary or re-treatment. 27 patients had no LFT derangement post treatment, 14 had a grade 1 increase, and 2 a grade 2 or 3 increase. Only 4 patients reported side effects (1 nausea, 1 pain, 2 fatigue). Conclusion(s): CK therapy for HCC is both effective and safe and can be considered in patients as therapy for lesions that are not amenable to other locoregional therapies. The results suggest that future controlled trials comparing CK with other loco-regional therapies are warranted. (Figure Presented).",exclusion,No comparator,,http://dx.doi.org/10.1002/hep.30257,,,,
random-journal.pdf,LivP206,"P., D'Avila Leite",2019,English,LIV.M:#5*;LIV.P:#1,Stereotactic body radiotherapy (SBRT) for colorectal liver metastasis: Clinical outcomes from the international multi-institutional RSSearch Patient Registry,"Background: We investigated factors associated with clinical outcome for liver metastases from colorectal primary tumors treated with Stereotactic Body Radiotherapy (SBRT) from a multicenter, international, prospective patient registry. Method(s): A subgroup of patients with colorectal liver metastases treated with SBRT was identified from the RSSearch Patient Registry. Patient, tumor and treatment characteristics associated with outcome were evaluated. Dose fractionations were normalized to BED10. Overall survival (OS) and local control (LC) were evaluated using Kaplan Meier analysis and log-rank test. Result(s): 217 patients with 233 liver metastases from primary colorectal cancer treated with SBRT between 2005-2017 and enrolled in the RSSearch Patient Registry were included. The median follow-up was 15 months (1-75 months). 77% of patients received prior or concurrent chemotherapy. Median tumor volume was 21.95 cm3 (0.5-638 cc), median SBRT dose was 45 Gy (16-60 Gy) delivered in a median of 3 fractions (1-5). Median number of liver metastases was 1 (1-8). Median overall survival (OS) was 27 months; median local control (LC) was 41 months. One and two-year OS was 75% and 55%, respectively. One and two-year LC was 75% and 66%, respectively. Higher BED10 was associated with improved LC with median LC of 44 months for BED10 >= 100 Gy vs 39 months for BED10 < 100 Gy (p = 0.0007). Higher BED10 was also associated with improved OS: median of 33 months for BED10 >= 100 Gy vs to 18 months for BED10 < 100 Gy (p = 0.0009). Smaller tumor volume was associated with improved OS: median OS of tumor volume was 34 months for tumors < 20 cc vs 20 months for tumors >= 22cc (p = 0.0037). Local control was not significantly associated with tumor volume: median LC for tumor < 22 cc vs >= 22cc was 44 months vs 39 months, respectively (p = 0.193). Age, prior or current chemotherapy and BMI were not associated with OS or LC. Conclusion(s): In this multi-institutional prospective cohort, OS and LC were favorably correlated with small tumor volume and higher BED10.",exclusion,,,http://dx.doi.org/10.1200/JCO.2019.37.15-suppl.e15040,,,,
random-journal.pdf,LivP207,"Mahadevan, Anand",2018,eng,LIV.M:#5*;LIV.P:#5,Stereotactic Body Radiotherapy (SBRT) for liver metastasis - clinical outcomes from the international multi-institutional RSSearch® Patient Registry.,"BACKGROUND: Stereotactic body radiotherapy (SBRT) is an emerging treatment option for liver metastases in patients unsuitable for surgery. We investigated factors associated with clinical outcomes for liver metastases treated with SBRT from a multi-center, international patient registry. METHODS: Patients with liver metastases treated with SBRT were identified in the RSSearch® Patient Registry. Patient, tumor and treatment characteristics associated with treatment outcomes were assessed. Dose fractionations were normalized to BED(10). Overall survival (OS) and local control (LC) were evaluated using Kaplan Meier analysis and log-rank test. RESULTS: The study included 427 patients with 568 liver metastases from 25 academic and community-based centers. Median age was 67 years (31-91 years). Colorectal adenocarcinoma (CRC) was the most common primary cancer. 73% of patients received prior chemotherapy. Median tumor volume was 40 cm(3) (1.6-877 cm(3)), median SBRT dose was 45 Gy (12-60 Gy) delivered in a median of 3 fractions [1-5]. At a median follow-up of 14 months (1-91 months) the median overall survival (OS) was 22 months. Median OS was greater for patients with CRC (27 mo), breast (21 mo) and gynecological (25 mo) metastases compared to lung (10 mo), other gastro-intestinal (GI) (18 mo) and pancreatic (6 mo) primaries (p < 0.0001). Smaller tumor volumes (< 40 cm(3)) correlated with improved OS (25 months vs 15 months p = 0.0014). BED(10) ≥ 100 Gy was also associated with improved OS (27 months vs 15 months p < 0.0001). Local control (LC) was evaluable in 430 liver metastases from 324 patients. Two-year LC rates was better for BED(10) ≥ 100 Gy (77.2% vs 59.6%) and the median LC was better for tumors < 40 cm(3) (52 vs 39 months). There was no difference in LC based on histology of the primary tumor. CONCLUSIONS: In a large, multi-institutional series of patients with liver metastasis treated with SBRT, reasonable LC and OS was observed. OS and LC depended on dose and tumor volume, while OS varied by primary tumor. Future prospective trials on the role of SBRT for liver metastasis from different primaries in the setting of multidisciplinary management including systemic therapy, is warranted. TRIAL REGISTRATION: Clinicaltrials.gov: NCT01885299 .",exclusion,,,10.1186/s13014-018-0969-2,,,,
random-journal.pdf,LivP208,"J., L E I",2019,English,LIV.M:#5*;LIV.P:#1,Stereotactic Body Radiotherapy (SBRT) for Patients with Oligometastases From Colorectal Cancer (CRC): Interim Results of a Phase II Study,"Purpose/Objective(s): To present the preliminary results of SBRT for oligometastases primary from colorectal cancer. Materials/Methods: This is a prospective, observational, single-arm phase II study. 49 patients with oligometastases from CRC were prospectively selected for SBRT between January 2016 and February 2019. Inclusion criteria are: histologically proven CRC, age >=18 years old, controlled primary tumor, controlled extra-hepatic or extra-pulmonary lesions, ECOG performance status 0-1, at least one measurable lesion but less than 5, not a candidate for surgical resection. Patients who have liver metastasis undergo a percutaneous, Ultrasound-guided, fiducial marker implantations, then simulate with abdominal compression using 4-dimentional CT (4D-CT) and MRI. The gross tumor volume (GTV) is delineated in each 4D-CT phase, the internal target volume (ITV) was the envelope of GTVs from each phase of 4D-CT. The planning treatment volume (PTV) was ITV plus an isotropic margin of 3-5 mm. For patients of lung metastasis, 4D-CT simulation or simulation in DIBH are all allowed. The dose and fractionation are chosen according to the location and size of lesion. Cone-beam CT (CBCT) will be used to verify patient positioning at every treatment. The primary endpoint is 3-year local control rate (LC), secondary endpoint is >= G3 treatment-related toxicities and 3-year overall survival. We plan to enroll 50 patients until December 2020. All patients signed the informed consent, the study is approved by Ethics Committee. Result(s): Forty-five patients (59 lesions) are amenable to analysis, including 32 males and 13 females. The median age is 62 years old (39-79). There are 35 hepatic lesions, 21 pulmonary lesions, and 3 lesions located in lymph nodes. The most common primary site is rectum (30 patients), while 12 patients have colon cancer, and 3 patients have bi-primary carcinoma. The median ITV is 12.612 cm3 (1.07-160.54 cm3). The median PTV is 31.726 cm3 (5.296- 323.117cm3). The median BED for lung metastasis is 100Gy (72Gy - 119Gy) and 96Gy (48-151.2 Gy) for hepatic metastasis. The median follow-up is 21 months for pulmonary lesions and 16 months for hepatic lesions. At the time of analysis, 13 lesions have local recurrence, 3 lesions are pulmonary, 1 lesion is of spleen, another 9 lesions are hepatic. One-year LC is 78.8%. 1-y pulmonary LC is 92.9%, and 68.7 % for hepatic lesion. Four patients died. The median OS is 10.5 months. One-year OS is 94.5%. Treatments were well-tolerated. For patients who have liver metastasis, no patient developed grade 3 radiation-induced liver disease. Some patients had transiently increased levels of hepatic transaminase, which normalized within 3 months after SBRT. Other side effects are nausea, anorexia, fatigue, gastritis. No patients had severe (grade 3-5) pulmonary toxicity. Some patients may have radiological change, but no clinical symptoms presented. Conclusion(s): SBRT is safe and effective for oligometastases from colorectal cancer under respiratory motion management and robust quality assurance.Copyright © 2019",exclusion,,,http://dx.doi.org/10.1016/j.ijrobp.2019.06.174,,,,
