source,ref-type,author,year,language,label,title,abstract,inclusion/exclusion,Reason/s for exclusion,Comments,electronic-resource-num,Repetit,Full text,Reason for exclusion
random-journal.pdf,ProM206,NCT02680587,2016,,pro.m:#5;pro.p:#5,Stereotactic Body Radiation for Prostate Oligometastases,"Brief Summary:
random-journal.pdf,Men with oligometastatic prostate cancer lesions will be randomized (1:2) to observation versus SBRT. The study will NOT be blinded. Within three weeks of the initial treatment planning, SBRT (1-5 fractions) will be administered.",exclusion,No comparator,"CM 05-01-2021: SBRT vs observation, but it treats bone metastases.",https://clinicaltrials.gov/ct2/show/NCT02680587,ProP257,,"Treating bone metastases. According to Clinicaltrials on 05-01-2021: active, not recruiting."
random-journal.pdf,ProM207,"C., Franzese",2018,English,pro.m,Stereotactic body radiation therapy as local treatment for oligometastases from prostate cancer: Efficacy and impact on systemic treatment,"Background/Aim: Oligometastatic state from Prostate cancer (PCa) is not a rare event. In this setting, local treatments could impact on disease control, survival of patients and management of systemic treatments. Stereotactic Body Radiation Therapy (SBRT) is considered a non-invasive and well tolerated local approach. The aim of this report is to evaluate the outcome and change in systemic approach of oligometastatic PCa patients treated with SBRT. Material(s) and Method(s): From 2009 to 2016, 65 patients were treated with SBRT on 90 metastases. Patients with the evidence of 1 to 3 treated metastases were included. The Clinical Target Volume included the macroscopic disease and microscopic extension based on the computed tomography (CT) images eventually registered with 11C-choline-positron emission tomography (PET) scan imaging. The treatment was executed with the RapidArc version of volumetric modulated arc therapy and was erogated with a median dose of 42 Gy (range=18-60 Gy) in 2-8 fractions. Clinical outcome was evaluated every 3 months, with prostatespecific antigen (PSA) determination and, in the majority of patients, with post-treatment 11C-choline-PET. Local control (LC), biochemical progression-free survival (BPFS) and time to initiation of new systemic therapy were evaluated. Result(s): Median time from detection of metastases to SBRT was 1.85 months (range=0-58.5). Patients were more commonly treated on abdominal or pelvic lymph nodes (50 patients, 78.1%); two (3.1%) patients were treated on lymph node and bone metastases while 10 (15.6%) patients only on bone lesions. Lung metastases were treated in 2 (3.1%) patients. Forty-one (64.1%) patients were treated on 1 single metastases while 20 (31.2%) and 3 (4.7%) patients on 2 and 3 metastases, respectively. Thirty-seven (57.81%) patients were free from systemic therapy when treated with SBRT. Thirty-seven (57.8%) patients were castration-sensitive while 28 (42.2%) patients were castration-resistant. Median follow-up time was 15.2 months (range 6-101.4 months). Best radiologic response after SBRT was classified as Complete Response in 41 (64.1%) patients, partial response in 10 (15.6%) patients and stable disease in 2 (3.1%) patients. Median value of nadir PSA reached after SBRT in the whole group was 1.64 ng/ml (range=0-45.05). Median nadir value of PSA in patients without progression after RT was 0.39 ng/ml (range=0.01-5.8 ng/ml). LC at 6-, 12- and 18- months was 94%, 88% and 84% respectively. Median time to local relapse was 14.1 months (range=2.5-101.4). Forty-three patients had biochemical relapse during followup with a median time of 7.1 months (range=1.1-42.7). Rates of BPFS at 6, 12, and 18 months were 73%, 41%, and 28%, respectively. Median time from radiotherapy to the onset of new systemic treatment was 10.1 months (range 1.6-47.1). Conclusion(s): SBRT is an effective approach for the treatment of metastases from PCa, giving the possibility to delay the onset of systemic treatments. The low value of PFS rates implies the need of randomized prospective trials to select the patients who will benefit the most from this local approach.",exclusion,No comparator,,,,,
random-journal.pdf,ProM208,"G.R., D'Agostino",2020,English,pro.m:#5,Stereotactic Body Radiation Therapy for Intermediate-risk Prostate Cancer With VMAT and Real-time Electromagnetic Tracking: A Phase II Study,"OBJECTIVES: Stereotactic body radiation treatment represents an intriguing therapeutic option for patients with early-stage prostate cancer. In this phase II study, stereotactic body radiation treatment was delivered by volumetric modulated arc therapy with flattening filter free beams and was gated using real-time electromagnetic transponder system to maximize precision of radiotherapy and, potentially, to reduce toxicities. MATERIALS AND METHODS: Patients affected by histologically proven prostate adenocarcinoma and National Comprehensive Cancer Network (NCCN) intermediate class of risk were enrolled in this phase II study. Beacon transponders were positioned transrectally within the prostate parenchyma 7 to 10 days before simulation computed tomography scan. The radiotherapy schedule was 38Gy in 4 fractions delivered every other day. Toxicity assessment was performed according to Common Terminology Criteria for Adverse Events (CTCAE), v4.0. RESULT(S): Thirty-six patients were enrolled in this study. Median initial prostate-specific antigen was 7.0ng/mL (range: 2.3 to 14.0ng/mL). Median nadir-prostate-specific antigen after treatment was 0.2ng/mL (range: 0.006 to 4.8ng/mL). A genitourinary acute toxicity was observed in 21 patients (dysuria grade [G] 1: 41.7%, G2: 16.7%). Gastrointestinal acute toxicity was found in 9 patients (proctitis G1: 19.4%, G2: 5.6%). Late toxicity was mild (genitourinary toxicity G1: 30.6%; G2: 8.3%; gastrointestinal toxicity G1: 13.9%; G2: 19.4%). At a median follow-up time of 41 months, 3 biochemical recurrences were observed (2 local recurrences, 1 distant metastasis). Three-year biochemical recurrence-free survival was 89.8% (International Society of Urologic Pathology Grade Group 2: 100%, Grade Group 3: 77.1%, P=0.042). CONCLUSION(S): Ultrahypofractionated radiotherapy, delivered with flattening filter free-volumetric modulated arc therapy and gated by electromagnetic transponders, is a valid option for intermediate-risk prostate cancer.",exclusion,No comparator,,http://dx.doi.org/10.1097/COC.0000000000000721,,,
random-journal.pdf,ProM209,"Hannan, Raquibul",2016,eng,pro.m,Stereotactic body radiation therapy for low and intermediate risk prostate cancer - Results from a multi-institutional clinical trial,"Background: We report the outcome of a phase I/II clinical trial of stereotactic body radiation therapy (SBRT) for low (LR) and select intermediate risk (IR) prostate cancer (PCa) patients. Patients and Methods: Eligible patients included men with prostate adenocarcinoma with Gleason score 6 with PSA <= 20 or Gleason 7 with PSA <= 15 and clinical stage <= T2b. For the phase I portion of the study patients in cohorts of 15 received 45, 47.5, or 50 Gray (Gy) in five fractions. Since the maximally tolerated dose was not met in the phase I study, an additional 47 patients received 50 Gy in five fractions in the phase II study. Toxicity using Common Toxicity Criteria for Adverse Events v. 3.0, quality of life, and outcome data was collected. Result(s): A total of 91 patients are included for analysis; 63.7% had NCCN IR and 36.3% had LR PCa. At a median follow up of 54 months the actuarial freedom from biochemical failure was 100% at 3 years and 98.6% at 5 years. Actuarial distant metastasis free survival was 100% at 3 and 5 years. Overall survival was 94% at 3 years and 89.7% at 5 years with no deaths attributed to PCa. Acute and late urinary grade >= III toxicity occurred in 0% and 5.5% of patients, respectively. Gastrointestinal (GI) acute and late toxicity of grade >= III occurred in 2% and 7% of patients, respectively. A total of four men experienced grade IV toxicity (three GI, one genitourinary). Conclusion(s): SBRT treatment results in excellent biochemical control rates at 5 years for LR and IR PCa patients although doses greater than 47.5 Gy in five fractions led to increased severe late toxicity.Copyright © 2016 Elsevier Ltd. All rights reserved.",exclusion,"Other study design, no comparator",,http://dx.doi.org/10.1016/j.ejca.2016.02.014,,,
random-journal.pdf,ProM210,"Muldermans, Jonathan L",2016,eng,LIV.M:#5;pro.m,Stereotactic Body Radiation Therapy for Oligometastatic Prostate Cancer.,"PURPOSE: To review outcomes of patients with oligometastatic prostate cancer (PCa) treated with stereotactic body radiation therapy (SBRT) and to identify variables associated with local failure. METHODS AND MATERIALS: We retrospectively reviewed records of patients treated with SBRT for oligometastatic PCa. Metastasis control (ie, control of the treated lesion, MC), biochemical progression-free survival, distant progression-free survival, and overall survival were estimated with the Kaplan-Meier method. RESULTS: Sixty-six men with 81 metastatic PCa lesions, 50 of which were castrate-resistant, were included in the analysis. Lesions were in bone (n=74), lymph nodes (n=6), or liver (n=1). Stereotactic body radiation therapy was delivered in 1 fraction to 71 lesions (88%), at a median dose of 16 Gy (range, 16-24 Gy). The remaining lesions received 30 Gy in 3 fractions (n=6) or 50 Gy in 5 fractions (n=4). Median follow-up was 16 months (range, 3-49 months). Estimated MC at 2 years was 82%. Biochemical progression-free survival, distant progression-free survival, and overall survival were 54%, 45%, and 83%, respectively. On multivariate analysis, only the dose of SBRT was significantly associated with MC; lesions treated with 16 Gy had 58% MC, and those treated with ≥18 Gy had 95% MC at 2 years (P≤.001). At 2 years, MC for lesions treated with 18 Gy (n=21) was 88%. No patient treated with ≥18 Gy in a single fraction or with any multifraction regimen had local failure. Six patients (9%) had grade 1 pain flare, and 2 (3%) had grade 2 pain flare. No grade 2 or greater late toxicities were reported. CONCLUSIONS: Stereotactic body radiation therapy for patients with oligometastatic prostate cancer provided optimal metastasis control and acceptable toxicity with doses ≥18 Gy. Biochemical progression-free survival was 54% at 16 months with the inclusion of SBRT in the treatment regimen. Stereotactic body radiation therapy should be considered in patients with castration-refractory, oligometastatic prostate cancer who have limited options for systemic therapy.",exclusion,No comparator,,10.1016/j.ijrobp.2016.01.032,,,
random-journal.pdf,ProM211,NCT03477864,2018,,pro.m:#5;pro.p:#5,Stereotactic Body Radiation Therapy With REGN2810 and/or Ipilimumab Before Surgery in Treating Participants With Progressive Advanced or Oligometastatic Prostate Cancer,,exclusion,Wrong intervention,,,,,
random-journal.pdf,ProM212,"C.L., Chaw",2016,English,pro.m,Stereotactic Body Radiotherapy (SBRT) in oligometastatic prostate cancer patients,"Purpose or Objective: Oligometastatic prostate cancer is a state of limited metastatic disease <=( 3 sites) that may be amenable to aggressive local therapy to achieve long term survival. The use of SBRT in this clinical setting has been reported to confer local control rate in excess of 90%, and encouraging progression free survival rate with no significant treatment -related toxicities1-4. One of the goals with this approach is to delay initiation of palliative systemic treatment, which can potentially impact negatively on quality of life. This study evaluated the outcomes of SBRT in our cohort. Material(s) and Method(s): Forty five patients diagnosed with oligometastatic prostate cancer (defined as a rising PSA and positive CT/PET choline scan) after definitive local therapy were treated with 1-2 courses of SBRT between July 2011 and July 2015. Over 90% of metastases were situated in lymph nodes or bone. Median dose was 30 Gy in 3 fractions, prescribed to the highest isodose covering the PTV. Retrospective data collection and analysis were performed for these patients. Kaplan-Meier was utilised to estimate progression free survival and overall survival and time to initiation of systemic treatment. Nineteen of the 35 patients with castration sensitive disease were treated with SBRT alone for their oligometastatic disease, 16 patients received SBRT and Androgen Deprivation Therapy (ADT) with median duration of 5 months. 10 patients who were castration resistant at the diagnosis of oligometastases were treated with SBRT with ongoing systemic treatment. Result(s): The median follow-up was 29 months (range 6-60 months). Local control rate of lesions following SBRT treatment was 90%, overall progression free survival (PFS) was 38%, overall survival (OS) of 89% at 29 months. A reduction of pre-treatment PSA value of 48% and 75%, respectively was seen in castration sensitive patients who received SBRT alone and SBRT with ADT, and a 25% PSA reduction in castration resistant patients treated with SBRT and ADT. Median time to clinical progression was longer in castration sensitive patients treated with SBRT and ADT compared to SBRT alone (13 months vs 25 months). The median ADT-free survival for castration sensitive patients was 16 months. Median time to initiation of next line therapy in castration resistant patients following SBRT treatment was 6 months. No grade 3 or 4 treatment related toxicities reported. Conclusion(s): SBRT can provide a substantial delay to the next initiation of systemic therapy in castration sensitive patients whilst for castration resistant patients, there is a modest prolongation before initiation of subsequent therapy. Phase III data is lacking but will shortly be addressed in the SABRCOMET and CORE trials.",exclusion,No comparator,,,,,
random-journal.pdf,ProM213,"Patel, Priyanka H",2019,eng,pro.m:#1;pro.p:#1,Stereotactic body radiotherapy for bone oligometastatic disease in prostate cancer.,"PURPOSE: There are sparse data describing outcomes of bone-only oligometastatic prostate cancer in comparison with lymph node disease treated with stereotactic body radiotherapy (SBRT). The primary aim of this study was to report progression-free survival (PFS) data for patients with bone-only disease. Influence of hormone sensitivity and androgen deprivation therapy use was also assessed. METHODS: This is a single-centre retrospective cohort study. Hormone-sensitive and castrate-resistant patients with oligometastatic (≤ 3) bone-only prostate cancer treated with SBRT were included. Data were collected using electronic records. Kaplan-Meier survivor function, log rank test, as well as Cox regression were used to calculate PFS and overall survival. RESULTS: In total, 51 patients with 64 bone metastases treated with SBRT were included. Nine patients were castrate resistant and 42 patient's hormone sensitive at the time of SBRT. Median follow-up was 23 months. Median PFS was 24 months in hormone-sensitive patients and 3 months in castrate-resistant patients. No patients experienced grade 3 or 4 toxicities. There were three in-field recurrences. CONCLUSIONS: In this study, patients with bone oligometastatic disease showed potential benefit from SBRT with a median PFS of 11 months. Hormone-sensitive patients showed the greatest benefit, with results similar to that published for oligometastatic pelvic nodal disease treated with SBRT. Prospective randomised control trials are needed to determine the survival benefit of SBRT in oligometastatic bone-only prostate cancer and to determine prognostic indicators.",exclusion,No comparator,,10.1007/s00345-019-02873-w,,,
random-journal.pdf,ProM214,"Fanetti, Giuseppe",2018,eng,pro.m:#1;pro.p:#1,Stereotactic body radiotherapy for castration-sensitive prostate cancer bone oligometastases.,"To evaluate outcome in patients treated with stereotactic body radiotherapy (SBRT) on bone oligometastases from castration-sensitive prostate cancer after primary treatment. We retrospectively collected data of patients with less than five lesions at time of SBRT and hormone-naïve disease at the first extra-regional localization, treated between 03/2012 and 11/2016. Prostate-specific antigen (PSA) was measured every 3 months after SBRT. Imaging was performed in case of progression. Survival analysis was performed with Kaplan-Meier (log-rank test) approach. Fifty-five patients were treated on 77 bone oligometastases. Median age, initial PSA and pre-SBRT PSA were 72 years, 9.12 and 3.5 ng/mL, respectively. Twenty-five patients (45%) received SBRT alone while the remaining 30 patients (55%) received concomitant ADT. Median follow-up was 24.6 months (range 3.0-67.2 months). No acute or late toxicity of grade > 1 was reported. Clinical progression was observed in 38 (69%) patients. 1-year biochemical progression-free survival (b-PFS), clinical progression-free survival (c-PFS), prostate-specific survival (PCSS) and local control (LC) rates were 51, 56, 100 and 83%, respectively. Comparing patients treated with SBRT alone and with concomitant ADT, no significant differences were found for those outcomes. SBRT is safe and allows high 1-year LC rate (83%) with low toxicity profile. No significant improvement in outcomes was registered with the addition of ADT to SBRT.",exclusion,No comparator,,10.1007/s12032-018-1137-0,,,
random-journal.pdf,ProM215,"Ost, P",2016,English,pro.m,Stereotactic body radiotherapy for nodal oligorecurrent prostate cancer: A multi-institutional analysis,"INTRODUCTION & OBJECTIVES: The optimal management of pelvic or retroperitoneal nodal Prostate Cancer (PCa) recurrences after primary treatment remains largely undefined. These patients are usually treated in the same way as those with distant metastases by means of Androgen Deprivation Therapy (ADT). We want to report the outcome of Stereotactic Body Radiotherapy (SBRT) for oligorecurrent nodal PCa. MATERIAL & METHODS: This was a retrospective multicentre analysis of patients diagnosed with 3 metachronous nodal recurrences treated with SBRT. SBRT was defined as a radiotherapy dose of at least 5 Gy per fraction to a Biological Effective Dose (BED) of at least 80 Gy to all metastatic sites. The study was approved by the central ethics committee (EC2014/ 0199). Inclusion criteria were as follows: histologically proven diagnosis of PCa, biochemical relapse of PCa after radical local prostate treatment and the detection of up to three N1 or M1a lesions. Patients were excluded in the case of M1b or M1c lesions, serum testosterone levels 12 months with SBRT, previous pelvic radiotherapy, biochemical relapse while on active treatment with a systmemic agent for PCa. The primary endpoint was Distant Progression-Free Survival (DPFS), defined as the time interval between the first day of SBRT and appearance of new metastatic lesions, outside the high-dose region. Secondary endpoints were local control, time to start of palliative ADT and toxicity scored using the Common Terminology Criteria for Adverse Events v4.0. RESULT(S): Overall, 171 metastases were detected (84% with choline PET-CT) and treated with SBRT in 134 patients. The median follow-up from SBRT was 29 mo (IQR: 13-47). Adjuvant ADT was given in 33% of patients for a median duration of 6 mo (IQR: 1-8 mo). The median DPFS was 21 mo (95% CI: 18-24 mo) with 80% of patients having <=3 metastases at time of progression. The 3-year local progression rate was 41% for patients treated with a BED 100Gy (p<0.001). The median time from first SBRT to the start of palliative ADT was 25 mo (95% CI: 18 - 32). Late grade I and II toxicity was observed in 10% (N=13) and 4% of patients (N=6). No grade 3 toxicity was observed. ZCONCLUSIONS: SBRT for oligometastatic PCa nodal recurrence is safe. The majority of subsequent relapses remain nodal and oligometastatic.",exclusion,No comparator,,,,,
random-journal.pdf,ProM216,"Kneebone, Andrew",2018,eng,pro.m,Stereotactic Body Radiotherapy for Oligometastatic Prostate Cancer Detected via Prostate-specific Membrane Antigen Positron Emission Tomography.,"BACKGROUND: The management of oligometastatic prostate cancer (PCa) remains controversial, especially following the introduction of prostate-specific membrane antigen (PSMA) positron emission tomography (PET) imaging. OBJECTIVE: To assess whether stereotactic body radiotherapy (SBRT) provides a potential for cure in a selected group of patients with oligometastatic PCa in the PSMA-PET era. DESIGN, SETTING, AND PARTICIPANTS: This was a prospective, single-centre study of patients with oligometastatic PCa undergoing SBRT from November 2014 to July 2016. We included patients with relapsed PCa receiving SBRT with PSMA-PET-confirmed oligometastases (n=1-3) confined to lymph nodes (LNs) or bone without androgen deprivation therapy. SBRT schedules included 20Gy/1# or 24Gy/2# to bone metastases, and 50Gy/5# or 30Gy/3# to LNs. OUTCOME MEASUREMENTS AND STATISTICAL ANALYSIS: The primary endpoint was biochemical failure (BF) defined as a prostate-specific antigen (PSA) level of nadir + 0.2 ng/ml following SBRT. RESULTS AND LIMITATIONS: Fifty-seven patients were eligible, of whom 50 (88%) had undergone radical prostatectomy. The median time from definitive treatment to SBRT was 5.6 yr. A total of 73 lesions were treated: 44 patients had one metastasis, while 13 had two or three. Thirty-seven patients (65%) had LN-only disease, while 18 (31%) had bone-only metastasis. Median follow up was 16 mo. The median biochemical disease-free survival (bDFS) for the cohort was 11 mo, with 31.9% bDFS at 15 mo. All patients with BF (n=43) underwent a repeat PSMA-PET scan, which revealed no in-field failures. Median bDFS was not affected by prostate-specific antigen (PSA) at diagnosis, Gleason score, time from diagnosis to SBRT, site (bone vs LN), PSA doubling time before SBRT, or number of metastases. Failures were somewhat less common in patients with low PSA before SBRT. Toxicity was rare: no patients developed grade ≥2 late toxicity. CONCLUSIONS: SBRT delivered very high rates of local control with minimal toxicity. However, distant recurrences occurred in most patients by 15 mo and did not appear to be predicted by known prognostic factors. PATIENT SUMMARY: In this report, we looked at outcomes after the use of stereotactic body radiotherapy for patients with prostate cancer spread to one to three lymph nodes or bones as detected by positron emission tomography scans. We demonstrated high rates of control of the treated lesions with low toxicity, but by 15 mo more than two-thirds of patients had developed recurrent cancer outside the treated area.",exclusion,No comparator,,10.1016/j.euo.2018.04.017,,,
random-journal.pdf,ProM217,"P.A., Laurent",2017,English,pro.m,Stereotactic body radiotherapy for oligometastatic prostate cancer recurrence after local treatment,"Purpose or Objective To analyse patients treated by stereotactic body radiotherapy (SBRT) for a node or bone oligometastatic recurrence of a prostate cancer (Pca) previously locally treated, and identify possible pronostic factors of early biochemical failure (BF) after SBRT. Material and Methods In this retrospective study, we analyzed castrate and noncastrate patients treated by SBRT between November 2011 and April 2016 for 1 to 3 metastases, bone or node, diagnosed on a positron emission tomography - computed tomography (PET-CT) or on a bone-scintigraphy with technetium-99, following biochemical recurrence of a prostate cancer after a local curative treatment. Recurrence-free survival (RFS) was the primary end-point defined as the time interval between the first day of SBRT and biochemical failure, defined as 2 consecutive elevations of PSA with last dosage superior to PSA dosage before treatment, or clinical failure, defined as new metastases found on an imaging check-up (PET-CT or scintigraphy). PSA dosage before SBRT, type of metastase (bone or node), number of lesions treated in SBRT, patient's ages, nadir of PSA after SBRT, and concomittant androgen deprivation therapy (ADT) were analyzed in univariate and multivariate logistic regression to identify pronostic factors of poor response to SBRT. Results With a median follow-up from time of SBRT of 12 months, we treated 40 patients and 56 metastatic lesions, with a local-control rate of 85%. 19 patients were treated for 1 to 3 bone lesions and 21 patients for 1 to 3 node lesions. 8 patients with bone oligo-metastasis and 13 patients with node oligometastasis had a recurrence. The primary involved metastatic sites were lymph nodes ( 52 %) and bone ( 52 %), with 3 patients having both node and bone recurrence . A 2nd and 3rd course of radiotherapy was delivered in 8 and 1 patients respectively. Median RFS was 345 days (134 ; 426) in the node metastatic group and 494 days (85 ; 877) in the bone metastatic group. On bivariate analysis, a PSA nadir up to 0,51 ng/mL after SBRT was identified as a pronostic factor of low RFS. This result was not confirmed in multivariate analysis. There might be a significative difference in RFS between node group and bone group. Conclusion There might appear that patients treated by SBRT for node oligometastatic prostate cancer recurrence after a local curative treatment could have a lower recurrencefree survival than patient treated for bone oligometastatic disease in the same conditions. This observation justifies further analysis.",exclusion,No comparator,,,,,
random-journal.pdf,ProM218,"D.R., Henderson",2015,eng,pro.m:#5,Stereotactic body radiotherapy for prostate cancer,"The use of stereotactic body radiotherapy (SBRT) for localised prostate cancer is now supported by a substantial body of non-randomised data, with medium-term outcomes consistent with current standard radiotherapy. The ability to deliver profoundly hypofractionated treatment, combined with the relatively low _/_ ratio of prostate cancer, may result in a more favourable therapeutic ratio, presenting an opportunity for isotoxic dose escalation. Furthermore, as treatment can be given in five attendances, SBRT has the potential both to reduce costs and improve patient quality of life. However, in a treatment landscape with many competing options of broadly similar efficacy, randomised trials are essential to define the relative benefits of this approach. SBRT also has an emerging application in oligometastatic prostate cancer, with promising early outcomes for delaying disease progression and deferring the need for androgen deprivation therapy.",exclusion,No comparator,,10.1016/j.clon.2015.01.011,,,
random-journal.pdf,ProM219,"G., Fanetti",2016,English,pro.m,Stereotactic body radiotherapy in 117 oligometastatic lymph node recurrent prostate cancer patients,"Purpose or Objective: To evaluate the outcome of stereotactic body Vero linac- or Cyberknife-based radiotherapy (SBRT) for oligometastatic lymph node recurrent prostate cancer. Material(s) and Method(s): Between 05/2012 and 09/2015 117 patients were treated (180 lymph nodes). Median age, initial PSA (iPSA), pre-SRT PSA and Gleason score (GS) were 70.3 years, 10.3 ng/mL, 4.4 ng/mL and 7, respectively. Any previous treatment was allowed. In all but 4 patients, [11C]choline-positron emission tomography/computer tomography was performed. SBRT consisted in re-irradiation and first radiotherapy for 29 (16%) and 151 (84%) lesions, respectively. Median dose was 24 Gy/3 fractions. Cyberknife- SBRT or Vero linac-SBRT was applied in 20 (11%) and 160 (89%) lymph nodes, respectively. In 56 (48%) patients androgen deprivation was added to SBRT (median duration 13.9 months), some patients were heavily pre-treated and castration-resistant. Biochemical failure was defined as post- SBRT PSA increase over pre-SBRT value. Toxicity was evaluated using Radiation Therapy Oncology Group/European Organization for Research and Treatment of Cancer (RTOG/EORTC) criteria. Result(s): All patients completed planned SBRT. The median follow-up was 19.7 months. Acute toxicity included urinary (7 G1 events) and rectal complications (2 G1 events). Late toxicity included only urinary complications (2, 2, and 2 G1, G2, and G4 events, respectively). Both G4 events were temporary and were observed in pts receiving re-RT, with no dose to bladder from SBRT. Complete or partial biochemical response was observed in 68(68%) out of 100 evaluable patients. PSA stabilization was seen for 7(7%) patients and in 24(24%) cases PSA progression was reported. Clinical progression during follow up was observed in 65(65%) patients after a median time of 9 months (range: 1 - 33.1 months) from SBRT. In-field progression was observed in 13(13%) cases. 31(31%) patients had distant metastases and 34(34%) showed regional lymph node progression. All events of clinical failure were preceded by biochemical progression. At the time of the analysis (October 2015), 17(14.5%) patients are alive with no evidence of disease, 79(67.5%) are alive with clinically evident disease, 4(3.5%) died of disease and 17(14.5%) are not evaluable (due to short follow-up). Conclusion(s): Our series including 117 unselected pts showed that Vero Linac- or Cyberknife-based SBRT is feasible for oligometastatic lymph node recurrent prostate cancer offering excellent in-field tumor control and low toxicity profile. Further investigation is warranted in order to identify the patients that benefit most from this treatment modality. The optimal combination with androgen deprivation or other systemic treatments should also be defined.",exclusion,No comparator,,,,,
random-journal.pdf,ProM220,"Ingrosso, Gianluca",2017,eng,pro.m,Stereotactic body radiotherapy in oligometastatic prostate cancer patients with isolated lymph nodes involvement: a two-institution experience.,"OBJECTIVE: Stereotactic body radiotherapy (SBRT) is emerging as a treatment option in oligometastatic cancer patients. This retrospective study aimed to analyze local control, biochemical progression-free survival (b-PFS), and toxicity in patients affected by isolated prostate cancer lymph node metastases. Finally, we evaluated androgen deprivation therapy-free survival (ADT-FS). METHODS: Forty patients with 47 isolated lymph nodes of recurrent prostate cancer were treated with SBRT. Mostly, two different fractionation schemes were used: 5 _ 7 Gy in 23 (48.9 %) lesions and 5 _ 8 Gy in 13 (27.7 %) lesions. Response to treatment was assessed with periodical PSA evaluation. Toxicity was registered according to RTOG/EORTC criteria. RESULTS: With a mean follow-up of 30.18 months, local control was achieved in 98 % of the cases, with a median b-PFS of 24 months. We obtained a 2-year b-PFS of 44 % with 40 % of the patients ADT-free at last follow-up (mean value 26.18 months; range 3.96-59.46), whereas 12.5 % had a mean ADT-FS of 13.58 months (range 2.06-37.13). Late toxicity was observed in one (2.5 %) patient who manifested a grade 3 gastrointestinal toxicity 11.76 months after the end of SBRT. CONCLUSION: Our study demonstrates that SBRT is safe, effective, and minimally invasive in the eradication of limited nodal metastases, yielding an important delay in prescribing ADT.",exclusion,No comparator,,10.1007/s00345-016-1860-0,,,
random-journal.pdf,ProM221,"F., Trippa",2016,English,pro.m:#1,Stereotactic body radiotherapy in recurrent lymph nodes metastases from prostate cancer,"Purpose or Objective: To assess outcome and toxicity of stereotactic body radiotherapy (SBRT) in prostate cancer patients (pts) with recurrent isolated lymph node metastases (LNM). Material(s) and Method(s): Between September 2008 and December 2014, 40 prostate cancer pts with 47 recurrent isolated LNM, were treated with SBRT. Median age was 74 yrs (range, 58-83), median Gleason score at the primary diagnosis was 7 (range, 5-10). Median and mean time from primary treatment to SBRT were 37.45 and 62.6 m, respectively (range 11.16-216.03). Diagnosis was performed with choline (ch) PET/CT, and the mean and median PSA values before SBRT were 5.6 and 4.2 ng/ml, respectively. Six (15%) pts were treated in different sessions for metachronous metastases, and one (2%) underwent SBRT for two synchronous metastases. 21 (52.5%) pts underwent only SBRT, remaining 19 (47.5%) received also androgen deprivation therapy (ADT). Gross tumor volume (GTV) was delineated using choline uptake and planning target volume (PTV) was defined as the GTV plus a 5-8 mm isotropic margin. Mean and median volume of GTV and PTV were 6.63 cc and 3 cc and 25.03 and 15.03 cc, respectively. In 90% of cases 5 fractions of 6-8 Gy were delivered. Response was assessed with PSA evaluation scheduled every 3 m during the first year and then every 6 m. Pts with a reduction or a stability of PSA level were considered responders. Being evaluation of response with ch-PET-CT not mandatory, it was done in 23 (57.5%) pts. Result(s): Mean and median follow-up were 30.18 and 23.8 m, respectively (range 3.73-79.8). Mean time of biochemical progression from the end of SBRT was 15.54 m (range 1.16 - 48.86), and the 2-years biochemical progression free survival (b-PFS) was 44%. We registered a complete concordance between PSA increase and progression of disease shown at ch-PET/CT. Sixteen (40%) of the pts experienced no disease recurrence after SBRT. Of 21 no-ADT pts, 16 (76%) were still free from ADT (mean 26.18 m), whereas remaining 5 (24%) had a mean deferment time of ADT of 13.58 m. At univariate analysis, Gleason score >7 is related with a worse b-PFS (p=0.02). Acute grade 2 diarrhea was registered in 1 (2,5%) case. Grade 3 small bowel late toxicity was observed in only one (2.5%) case 11.76 m after the end of SBRT. Conclusion(s): SBRT resulted effective and generally well tolerated by pts. PSA level is a valid tool for response evaluation and ch-PET/CT can be useful for pts with documented biochemical progression.",exclusion,No comparator,,,,,
