source,ref-type,author,year,language,label,title,abstract,inclusion/exclusion,Reason/s for exclusion,Comments,electronic-resource-num
random-journal.pdf,LivM239,"Wösle, Markus",2018,eng,LIV.M:#1,Stereotactic radiotherapy for choroidal melanomas by means of HybridArc™ : Physics and technique of linac-based photon beam therapy.,"PURPOSE: Stereotactic radiotherapy (SRT) is suitable to treat ocular tumours. The optimal beam geometry for SRT, however, has not been defined. Here we evaluate a combination technique with dynamic conformal arcs (DCAs) and intensity-modulated static fields (IMRT), known as HybridArc™ (HA). METHODS: For the first consecutive 25 cases with choroidal melanomas with volumes of 0.02 to 1.18 cm(3) treated with 50 Gy in five fractions, the results with respect to dose conformity, homogeneity, and dose distributions were summarised. To describe the dose distribution at the planning target volume (PTV) boundary, we defined a spatially averaged dose gradient (SADG) and compared it with Paddick's gradient index (GI). We made dosimetric comparisons between HA and other irradiation techniques. RESULTS: The PTVs ranged from 0.42 to 3.37 cm(3). The conformity index (CI) was 1.25 ± 0.15, and the homogeneity index (HI) 0.08 ± 0.02. The SADG was (-3.5 ± 0.5) Gy/mm or (-7.0 ± 1.0) %/mm between the isodose levels 95 and 20%; local minima reached -11.5 Gy/mm or -22.9%/mm. The coefficient of determination for a nonlinear regression of GI on SADG was 0.072. After a median follow-up time of 19.6 months, local tumour control was 100% without any case of post-therapeutic enucleation. Two patients (8%) developed liver metastases. CONCLUSION: SRT of ocular tumours by HA is highly appropriate, and HA is superior to intensity-modulated arc therapy (IMAT) concerning dose reduction in organs at risk (OARs). The novel gradient measure SADG is more informative than Paddick's GI.",exclusion,"Wrong patients, no comparator",,10.1016/j.ctarc.2019.100124
random-journal.pdf,LivM240,"Francolini, G",2019,eng,LIV.M:#1,Stereotactic radiotherapy in oligoprogressive and oligorecurrent urothelial cancer patients: A retrospective experience.,"Urothelial cancer is one of the most common malignancies; after relapse or disease progression available therapeutic options are limited. We analyze efficacy and toxicity of local treatment on metastases using stereotactic body radiation therapy (SBRT) in selected patients with oligometastatic disease from urothelial cancer. A significant percentage of treated lesions achieved local control, with a promising overall response rate. OBJECTIVES: to analyze efficacy and toxicity of local treatment on metastases using stereotactic body radiation therapy (SBRT) in selected patients with oligometastatic disease from urothelial cancer. MATERIALS AND METHODS: Data from clinical records of 19 patients treated in our institution since May 2011 to October 2017 with SBRT for oligometastatic/oligoprogressive urothelial carcinoma were retrospectively collected. Clinical outcomes in terms of local control (LC), response rate, symptoms control, progression free and overall survival (PFS and OS), and adverse events were analyzed and reported. RESULTS: Nineteen patients were treated on 25 metastatic lesions; 5 of them received treatment on multiple sites. After an average follow up of 11.5 months, LC was achieved in 17 lesions (68%) and there was no local recurrence in lesions with complete or partial response. OS was 13.8 months. Adverse events were reported only in 3 patients (5 overall events). No late toxicity was reported. CONCLUSIONS: An approach consisting in SBRT for local treatment of oligometastatic or persistent disease can be effective and safe in selected patients. Prospective studies are needed, to find correct selection criteria and optimal dose and fractionation.",exclusion,No comparator,,10.1016/j.clcc.2017.03.006
random-journal.pdf,LivM241,"Berkovic, Patrick",2017,eng,LIV.M:#5*,Stereotactic Robotic Body Radiotherapy for Patients With Unresectable Hepatic Oligorecurrence.,"BACKGROUND: The purpose of this study was to analyze local control (LC), liver progression-free survival (PFS), and distant PFS (DFS), overall survival (OS), and toxicity in a cohort of patients treated with stereotactic body radiotherapy (SBRT) with fiducial tracking for oligorecurrent liver lesions; and to evaluate the potential influence of lesion size, systemic treatment, physical and biologically effective dose (BED), treatment calculation algorithms and other parameters on the obtained results. PATIENTS AND METHODS: Unoperable patients with sufficient liver function had [18F]-fluorodeoxyglucose-positron emission tomography-computed tomography and liver magnetic resonance imaging to confirm the oligorecurrent nature of the disease and to further delineate the gross tumor volume (GTV). An intended dose of 45 Gy in 3 fractions was prescribed on the 80% isodose and adapted if risk-related. Treatment was executed with the CyberKnife system (Accuray Inc) platform using fiducials tracking. Initial plans were recalculated using the Monte Carlo algorithm. Patient and treatment data were processed using the Kaplan-Meier method and log rank test for survival analysis. RESULTS: Between 2010 and 2015, 42 patients (55 lesions) were irradiated. The mean GTV and planning target volume (PTV) were 30.5 cc and 96.8 cc, respectively. Treatments were delivered 3 times per week in a median of 3 fractions to a PTV median dose of 54.6 Gy. The mean GTV and PTV D98% were 51.6 Gy and 51.2 Gy, respectively. Heterogeneity corrections did not influence dose parameters. After a median follow-up of 18.9 months, the 1- and 2-year LC/liver PFS/DFS/OS were 81.3%/55%/62.4%/86.9%, and 76.3%/42.3%/52%/78.3%, respectively. Performance status and histology had a significant effect on LC, whereas age (older than 65 years) marginally influenced liver PFS. Clinical target volume physical dose V45 Gy > 95%, generalized equivalent uniform dose (a = -30) > 45 Gy and a BED (α/β = 10) V105 Gy > 96% showed statistically significant effect on the LC. Acute Grade 3 gastrointestinal (GI) and late Grade 2 GI and fatigue toxicity were found in 5% and 11% patients, respectively. CONCLUSION: Favorable survival and toxicity results support the potential paradigm shift in which the use of SBRT in oligorecurrent liver disease could benefit patients with unresectable or resectable liver metastases.",exclusion,No comparator,,10.1007/s11548-018-1778-7
random-journal.pdf,LivM242,"Beyer, L P",2018,eng,LIV.M:#5;LIV.P:#5,Stereotactically navigated percutaneous microwave ablation (MWA) compared to conventional MWA: a matched pair analysis.,"PURPOSE: To compare CT-navigated stereotactic microwave ablation (SMWA) to non-navigated conventional MWA (CMWA) for percutaneous ablation of liver malignancies. METHODS: A matched pair analysis of 36 patients who underwent MWA of primary or secondary liver malignancies (10 hepatocellular carcinoma and 8 metastases) was conducted. A total of 18 patients undergoing SMWA were included in this prospective study. Patients were matched in terms of tumor size, liver segment and entity to retrospective CMWA procedures. The endpoints were procedure time, accuracy of needle placement, technical success rate, complication rate and dose-length product (DLP). RESULTS: The procedure durations were 23.9 min (SD 3.7) for CMWA and 21.8 min (SD 16.3) for SMWA (p = 0.22). The procedural accuracy for SMWA and CMWA was identical for both groups (3.7 mm). The total DLP was significantly lower for SMWA than for CMWA (2115 mGy cm (SD 276) vs. 3109 mGy cm (SD 1137), respectively; p < 0.01). Complete ablation without residual tumor was observed in 94% (17 of 18) of SMWA and in 83% (15 of 18) of CMWA patients (p = 0.31). No complications occurred. CONCLUSIONS: SMWA is highly accurate and reduces the radiation dose without increasing the procedure time.",exclusion,Other study,,10.7717/peerj.2277
random-journal.pdf,LivM243,"Beyer, Lukas P",2016,eng,LIV.M:#2;LIV.P:#2,Stereotactically-navigated percutaneous Irreversible Electroporation (IRE) compared to conventional IRE: a prospective trial.,"Purpose. The purpose of this study was to compare CT-navigated stereotactic IRE (SIRE) needle placement to non-navigated conventional IRE (CIRE) for percutaneous ablation of liver malignancies. Materials and Methods. A prospective trial including a total of 20 patients was conducted with 10 patients in each arm of the study. IRE procedures were guided using either CT fluoroscopy (CIRE) or a stereotactic planning and navigation system (SIRE). Primary endpoint was procedure time. Secondary endpoints were accuracy of needle placement, technical success rate, complication rate and dose-length product (DLP). Results. A total of 20 IRE procedures were performed to ablate hepatic malignancies (16 HCC, 4 liver metastases), 10 procedures in each arm. Mean time for placement of IRE electrodes in SIRE was significantly shorter with 27 ± 8 min compared to 87 ± 30 min for CIRE (p < 0.001). Accuracy of needle placement for SIRE was higher than CIRE (2.2 mm vs. 3.3 mm mean deviation, p < 0.001). The total DLP and the fluoroscopy DLP were significantly lower in SIRE compared to CIRE. Technical success rate and complication rates were equal in both arms. Conclusion. SIRE demonstrated a significant reduction of procedure length and higher accuracy compared to CIRE. Stereotactic navigation has the potential to reduce radiation dose for the patient and the radiologist without increasing the risk of complications or impaired technical success compared to CIRE.",exclusion,Other study,,10.1016/j.radonc.2014.12.003
random-journal.pdf,LivM244,"Fode, Mette Marie",2015,eng,LIV.M:#5*,Survival and prognostic factors in 321 patients treated with stereotactic body radiotherapy for oligo-metastases.,"BACKGROUND AND PURPOSE: To establish a model to predict survival after SBRT for oligo-metastases in patients considered ineligible for surgical resection (SR) and radiofrequency ablation (RFA). MATERIAL AND METHODS: Overall survival (OS) rates were estimated in 321 patients treated for 587 metastases with SBRT over 13years. Patients were treated for a variety of metastasis types with colorectal cancer (CRC) being the most frequent (n=201). RESULTS: With a median follow-up time of 5.0years, the median OS was 2.4years (95% CI 2.3-2.7) and the survival rates were 80%, 39%, 23% and 12% at 1, 3, 5 and 7.5years after SBRT, respectively. WHO performance status (PS) (0-1) (HR 0.49; p<0.001), solitary metastasis (HR 0.75; p=0.049), metastasis ⩽30mm (HR 0.53; p<0.001), metachronous metastases (HR 0.71; p=0.02) and pre-SBRT chemotherapy (HR 0.59; p<0.001) were independently related to favorable OS. Median OS rates were 7.5, 2.8, 2.5, 1.7 and 0.8years with 0, 1, 2, 3, ⩾4 unfavorable prognostic factors, respectively. The treatment-related morbidity was moderate. However, three deaths were possibly treatment-related. CONCLUSION: Prognostic factors may predict long-term survival in patients with oligo-metastases treated with SBRT.",exclusion,No comparator,,10.1093/jrr/rru130
random-journal.pdf,LivM245,"Yamashita, Hideomi",2015,eng,LIV.M:#5*;LIV.P:#5*,Survival outcomes after stereotactic body radiotherapy for 79 Japanese patients with hepatocellular carcinoma.,"Stereotactic body radiotherapy (SBRT) is a relatively new treatment for liver tumor. Outcomes of SBRT for liver tumors unsuitable for ablation or surgical resection were evaluated. A total of 79 patients treated with SBRT for primary hepatocellular carcinoma (HCC) between 2004 and 2012 in six Japanese institutions were studied retrospectively. Patients treated with SBRT preceded by trans-arterial chemoembolization were eligible. Their median age was 73 years, 76% were males, and their Child-Pugh scores were Grades A (85%) and B (11%) before SBRT. The median biologically effective dose (α/β = 10 Gy) was 96.3 Gy. The median follow-up time was 21.0 months for surviving patients. The 2-year overall survival (OS), progression-free survival (PFS), and distant metastasis-free survival were 53%, 40% and 76%, respectively. Sex and serum PIVKA-II values were significant predictive factors for OS. Hypovascular or hypervascular types of HCC, sex and clinical stage were significant predictive factors for PFS. The 2-year PFS was 66% in Stage I vs 18% in Stages II-III. Multivariate analysis indicated that clinical stage was the only significant predictive factor for PFS. No Grade 3 laboratory toxicities in the acute, sub-acute, and chronic phases were observed. PFS after SBRT for liver tumor was satisfactory, especially for Stage I HCC, even though these patients were unsuitable for resection and ablation. SBRT is safe and might be an alternative to resection and ablation.",exclusion,No comparator,,
random-journal.pdf,LivM246,CTRI/2016/08/007156,2016,,LIV.M:#2;LIV.P:#3,systemic chemotherapy alone or in combination with high dose chemoradiation for bile duct cancer,INTERVENTION: Intervention1: chemoradiation and chemotherapy: 52.5‐60 Gy/ 25 fractions to the gross disease and 45 Gy/ 25 fractions to suspected microscopic disease along with weekly gemcitabine (300 mg/ m2) . In patients where combination of brachytherapy and external radiation is used the external dose will be restricted to 45 Gy/ 25 fractions for both high and low risk volume with concomitant gemcitabine chemotherapy and brachytherapy boost will entail 12‐14 Gy in 3‐5 fractions. In select patients with intrahepatic cholangiocarcinoma with noncentral location the decision may be made to treat with biologically equivalent doses of SBRT. In this case there will be no concurrent chemo. Control Intervention1: Chemotherapy alone: Those randomized to systemic chemotherapy alone will proceed to receive systemic gemcitabine 1000 mg/m2delivered day 1 and 8 every 3 weeks and cisplatin 25 mg/m2 CONDITION: Cholangiocarcinoma PRIMARY OUTCOME: Overall Survival <br/ >; Progression Free Survival‐‐‐‐‐‐Timepoint: accrual 5 years followed by follow up of 3 years SECONDARY OUTCOME: Cause Specific Survival <br/ >; CTCAE Toxicity <br/ >; Quality of Life‐‐‐‐‐‐Timepoint: Accrual 5 years followed by follow up of 3 years INCLUSION CRITERIA: ECOG 0 to 2 Tissue diagnosis of adenocarcinoma of the biliary tract Wherever tissue diagnosis is not feasible inspite of repeated attempts a multidisciplinary consensus on clinicoradiological diagnosis of cholangiocarcinoma CA 19.9 100mg per ml with a radiological evidence of malignant stricture should be made and patients consent should be available for treatment without tissue diagnosis Unresectable disease as determined by hepatobiliary surgical team No evidence of peritoneal or distant metastasis No radiological evidence of paraaortic nodal disease Child A or Child B score 7 Ability to tolerate radical treatment,exclusion,Wrong intervention,,10.1097/CCO.0000000000000453
random-journal.pdf,LivM247,"Massaut, Edouard",2018,eng,LIV.M:#5,The concept of oligometastases in colorectal cancer: from the clinical evidences to new therapeutic strategies.,"PURPOSE OF REVIEW: The concept of oligometastases, defining cancers with limited metastatic capacity and attaining a limited number of secondary sites, is now widely accepted, particularly in colorectal cancer. Currently, however, accurate predictive markers for oligometastatic tumors are still lacking. For this reason, it remains challenging to translate this concept into clinical recommendations. In the present work, we review recent publications on oligometastases in colorectal cancer, showing the evidences for such presentation and underlying the need for the identification of biomarkers, necessary to further develop new therapeutic strategies. RECENT FINDINGS: This review of recently published series confirms that long-term survival and cure could be obtained in patients undergoing surgical resection for colorectal metastases, particularly in the cases of liver metastases. Similar results are observed in other secondary sites such as in pulmonary metastases. Furthermore, in patients with unresectable metastases, significant survival benefit could be still obtained using nonresectional targeted approaches, as thermal ablation or stereotactic radiotherapy. Although these clinical evidences could now serve as proof-of-concept for the existence of an oligometastatic phenotype in colorectal cancer, neither clinical characteristics nor biological biomarkers have been established to be able to prospectively define the patients that will benefit from such therapeutic approaches targeting the metastatic sites. This emphasizes the need for further studies aiming at better defining early clinical and biological characteristics of these patients. As, currently, the reliable identification of the oligometastatic patients could only rely on the demonstration of favorable long-term outcomes after metastases-directed therapies, we propose that retrospective studies will be pivotal to analyze this question. SUMMARY: Extensive research is undergoing to define biologically the oligometastatic phenotype in colorectal cancer. Currently, the selection of the patients for potentially curative metastasectomy remains mostly empirical.",exclusion,Review about oligometastases,,http://dx.doi.org/10.1016/j.ijrobp.2019.06.279 
random-journal.pdf,LivM248,"W.H., Smith",2019,English,LIV.M:#2;LIV.P:#2,The Effect of Radiation Therapy on the Objective Response and Outcomes with Nivolumab for Hepatocellular Carcinoma,"Purpose/Objective(s): Nivolumab has been shown to be effective as second line therapy for unresectable hepatocellular carcinoma (HCC) but the objective response rate (ORR) is only 18% with just 1% achieving a complete response (CR). Data in other disease sites suggest that patients treated with radiation therapy (RT) are more likely to demonstrate an OR to immune checkpoint inhibitors. Given the ability of RT to act as an ""in situ"" vaccine, this study explores if exposure to RT increases the ORR to nivolumab in HCC. Materials/Methods: We retrospectively queried our institutional IRB-approved HCC database for patients treated with external beam RT between 1/2012-9/2018. Patients were included who received RT prior to on concurrent with nivolumab initiation (upfront RT) or who received RT to residual or progressive disease following nivolumab initiation (salvage RT cohort). Patients were excluded who had mixed histology cancers, other active cancers, and who received prior Y-90. The primary endpoint was ORR based on mRECIST criteria. ORR comparisons were performed by univariate logistic regression. Secondary endpoints included progression free survival (PFS) and overall survival (OS). Survival outcomes were determined using Kaplan-Meier estimates and compared for responders and non-responders using the log-rank test. Result(s): We identified 84 patients who received RT in combination with nivolumab, of these 35 met inclusion criteria; 26 with upfront RT and 9 with salvage RT. Median follow-up was 7.1 months. Most patients had metastatic disease (65.7%) and 14 (40%) had gross vascular invasion. RT was delivered to the liver in 24 cases (64.9%) and with SBRT technique in 17 cases (45.9%) to a median dose of 37.5 Gy. Among those with upfront RT exposure, the ORR was 34.6% including 3 patients (11.5%) with CR and 6 patients (23.1%) with partial response (PR). Of these, 6 demonstrated responses outside RT treated lesions while 3 had responses in RT treated lesions with no evaluable disease beyond the RT field; in no case was an OR isolated to an RT treated lesion with unresponsive disease elsewhere. In the salvage cohort, the ORR was 11.1% consisting of a single patient who achieved a PR to the RT treated site alone with stable disease elsewhere. The median PFS for responders was not reached compared to 2.3 months for non-responders (p < 0.001). Median OS for responders was not reached compared to 22.7 months for non-responders (p = 0.024). Conclusion(s): Exposure to upfront RT was associated with a substantially increased ORR to nivolumab in HCC compared to historical controls. However, salvage RT to sites of residual or progressive disease while on nivolumab failed to stimulate an OR outside of the RT field in our cohort. These data need to be verified in a larger prospective cohort to see if combination immunotherapy and radiation can improve outcomes for patients with advanced HCC.Copyright © 2019",exclusion,No comparator,,http://dx.doi.org/10.1586/14737140.2015.1105745 
random-journal.pdf,LivM249,"Bergsma, Derek P",2015,eng,LIV.M:#1;LIV.P:#1,The evolving role of radiotherapy in treatment of oligometastatic NSCLC.,"Non-small cell lung cancer (NSCLC) patients with metastases limited in site and number, termed oligometastases, may represent a unique subpopulation of advanced NSCLC with improved prognosis. The optimal management of these patients remains unclear with the treatment approach currently undergoing a paradigm shift. The potential benefit of aggressive metastasis directed local treatment with surgery and/or radiotherapy (RT) in combination with systemic therapy is bolstered predominantly by retrospective analyses but also by a growing number of non-randomized prospective studies regarding the use of ablative RT techniques including stereotactic body radiotherapy (SBRT), alternatively termed stereotactic ablative radiotherapy (SABR), directed at the primary tumor (if present) and all metastatic sites. Long-term survival is possible in a subset of patients treated aggressively in this manner. The challenge for the clinical oncology community moving forward is appropriately selecting patients for this treatment approach based on clinical, imaging, and molecular features and increasing enrollment of patients to prospective clinical trials to more definitively determine the added benefit and appropriate timing of aggressive metastasis directed therapy in the oligometastatic setting.",exclusion,,Review?,http://dx.doi.org/10.1016/j.ijrobp.2016.06.972 
random-journal.pdf,LivM250,"A.Y., Hammad",2016,English,LIV.M:#5;LIV.P:#5*,The impact of dose on overall survival in unresectable hepatocellular carcinoma treated with stereotactic body radiation therapy,"Purpose/Objective(s): The utilization of stereotactic body radiation therapy (SBRT) for unresectable hepatocellular carcinoma (HCC) is increasing, but there remains little evidence about the optimal dose scheme and the effects of dose on overall survival (OS). We examine the effects of radiation dose as measured by the biological equivalent dose (BED) in a cohort of HCC patients identified in a large national database. Materials/Methods: Patients with unresectable, non-metastatic HCC that received SBRT were identified from the National Cancer Database (2004-2013). Survival outcomes were compared using Kaplan Meier curves and log-rank tests, and multivariate Cox (MVC) proportional hazards model to examine the predictors of survival. BED was calculated for each patient using the delivered dose, number of fractions, and an a/b ratio of 10. Result(s): A total of 461 patients met the inclusion criteria. Median patient age and tumor size were 62 years (27-90) and 3.2 cm (0.6-17), respectively. Charlson comorbidity index score was 0 in 61%, 1 in 20%, and 2 in 19%. By stage 56% were stage I, 29% were stage II, and 15% were stage III. Alpha-fetoprotein (AFP) was elevated in 52.9%, and 32% received chemotherapy. The median BED was 100 Gy (22.5-208.0), which was also the most common dose fractionation (50 Gy in 5 fractions) in 21.7%. Other common scheme included: 40 Gy in 5 fractions (BED of 72 Gy) in 14.8%, 48 Gy in 3 fractions (BED of 124 Gy) in 10.7%, and 45 Gy in 3 fractions (BED of 112.5 Gy) in 6.7%. For this entire cohort, the median OS after SBRT was 20.3 months. An apparent dose response was observed with improved survival with increasing BED. The median and 1-year OS were 15.3 months and 56.6% for BED-75, 18.3 months and 67.5% for BED>75 and 100, and 37.2 months and 81.4% for BED>100, P< 0.001. When controlling for other factors (tumor size, AFP, stage, comorbidity level, age, type of institution and type of insurance), an increased BED was associated with longer OS regardless of how BED was analyzed (see table 1). In addition, elevated AFP (HR 1.803, 95% CI 1.235-2.632, P = 0.002) and increased tumor size (HR 1.085, 95% CI 1.023-1.150, P = 0.006) were associated with worse survival. Conclusion(s): In this sizable cohort of HCC patients treated with SBRT, those who received higher BED appear to have improved OS, even when controlling for multiple other factors. While many factors influence the (Table presented) determination of dose for any given patient, this data may suggests that efforts to safely increase BED may result in improved survival outcomes. This concept, as well as strategies, to achieve it should be investigated in prospective clinical trials.",exclusion,No comparator,,10.1186/s12885-019-5362-5
random-journal.pdf,LivM251,"Klement, Rainer J",2019,eng,LIV.M:#5*,The impact of local control on overall survival after stereotactic body radiotherapy for liver and lung metastases from colorectal cancer: a combined analysis of 388 patients with 500 metastases.,"BACKGROUND: The aim of this analysis was to model the effect of local control (LC) on overall survival (OS) in patients treated with stereotactic body radiotherapy (SBRT) for liver or lung metastases from colorectal cancer. METHODS: The analysis is based on pooled data from two retrospective SBRT databases for pulmonary and hepatic metastases from 27 centers from Germany and Switzerland. Only patients with metastases from colorectal cancer were considered to avoid histology as a confounding factor. An illness-death model was employed to model the relationship between LC and OS. RESULTS: Three hundred eighty-eight patients with 500 metastatic lesions (lung n = 209, liver n = 291) were included and analyzed. Median follow-up time for local recurrence assessment was 12.1 months. Ninety-nine patients with 112 lesions experienced local failure. Seventy-one of these patients died after local failure. Median survival time was 27.9 months in all patients and 25.4 months versus 30.6 months in patients with and without local failure after SBRT. The baseline risk of death after local failure exceeds the baseline risk of death without local failure at 10 months indicating better survival with LC. CONCLUSION: In CRC patients with lung or liver metastases, our findings suggest improved long-term OS by achieving metastatic disease control using SBRT in patients with a projected OS estimate of > 12 months.",exclusion,No comparator,,10.1016/j.radonc.2019.01.001
random-journal.pdf,LivM252,"Van den Begin, Robbe",2019,eng,LIV.M:#5;LIV.P:#1,The METABANK score: A clinical tool to predict survival after stereotactic radiotherapy for oligometastatic disease.,"BACKGROUND AND PURPOSE: Stereotactic radiotherapy (SRT, SBRT) is widely used in oligometastatic cancer, but the heterogeneity of the population complicates estimation of the prognosis. We investigated the role of different clinical and inflammatory parameters. MATERIALS AND METHODS: We included all patients treated with SRT for 1-5 oligometastases between 2003 and 2017 in our center. Patients were randomized between a model training set (2/3) and a separate validation set (1/3). A Cox regression model was built, validated and risk points were attributed to the resulting parameters. RESULTS: 403 patients received SRT for 760 metastases. Treated sites were mainly lung, liver, nodal areas, and brain. Most common primaries were colorectal and lung cancer. Median follow-up for living patients reached 42 months and median overall survival (MS) was 26.6 months (95% CI 23.8-29.3). Five independent adverse factors were discriminated: male sex, synchronous timing of oligometastases, brain metastasis, non-adenocarcinoma histology, KPS <80. A risk score is formed by summation of the points of each factor (M:4, T:2, B:7, N:7, K:8). Four risk groups were defined: (1) 0-2 points: MS 41.2 months (95% CI 30.2-52.3); (2) 3-8 points: 29.3 months (24.6-34.0); (3) 9-13 points: 17.4 months (10.1-24.7), and (4) 14-28 points: 7.9 months (5.5-10.3). CONCLUSION: We propose a prognostic score applicable in a variety of primary tumors and disease locations, including presence of brain metastases. The nomogram and risk groups can be used to stratify patients in new trials and to support individualized care for oligometastatic patients. An online calculator will become available at predictcancer.org.",exclusion,No comparator,,
random-journal.pdf,LivM253,"Gootjes, E C",2015,,LIV.M:#3;LIV.P:#1,The ORCHESTRA trial: a phase III trial of adding tumor debulking to systemic therapy versus systemic therapy alone in (mCRC) multi-organ metastatic colorectal cancer,"ackground: In the current multidisciplinary approach of mCRC, local treatment of oligometastases is common practice. Results of large case series of selected patients treated with complete surgical resection of metastatic lesions suggest that this approach substantially improves survival rates to around 30‐60%. Other techniques such as radiofrequency or microwave ablation (RFA, MWA), transarterial chemoembolization (TACE) or stereotactic ablative radiotherapy (SABR) can also be applied in local treatment. Curative treatment options are generally not available for patients with extensive hepatic and/or extrahepatic mCRC. These patients primarily receive palliative systemic treatment consisting of combination chemotherapy as well as targeted agents. So far, reports on the benefit of local treatment for metastases in multi‐organ mCRC have major limitations, including being small, non‐randomized, single‐center and retrospective. The benefit from local treatment of metastases for these patients should be established to allow for interruption of the standard systemic therapy and exposure to possible adverse events from local treatment. Methods: The 'ORCHESTRA' trial is a randomized multicenter clinical trial for patients with multi‐organ mCRC, comparing the combination of chemotherapy and maximal tumor debulking versuschemotherapy alone (NCT01792934 ). We will examine the interplay of both efficacy and toxicity for the combination of systemic chemotherapy and locoregional therapy. Our study design incorporates systemic as well as local therapy in the experimental arm and combines local treatment modalities to pursue maximal tumor debulking. We aim to improve overall survival of patients with multi‐organ mCRC by maximal tumor debulking after induction chemotherapy with at least six months. A total of 478 patients will be included to meet the primary endpoint (power 80%, type I error rate 5%). We define local treatments feasible when they can be performed within a 3‐month time period to prevent extensive delay of systemic therapy. Currently,34 patients are included in 19 participating Dutch hospitals.",exclusion,Wrong intervention,,10.1186/s12885-018-4191-2
random-journal.pdf,LivM254,"Andratschke, N",2018,eng,LIV.M:#5,The SBRT database initiative of the German Society for Radiation Oncology (DEGRO): patterns of care and outcome analysis of stereotactic body radiotherapy (SBRT) for liver oligometastases in 474 patients with 623 metastases.,"BACKGROUND: The intent of this pooled analysis as part of the German society for radiation oncology (DEGRO) stereotactic body radiotherapy (SBRT) initiative was to analyze the patterns of care of SBRT for liver oligometastases and to derive factors influencing treated metastases control and overall survival in a large patient cohort. METHODS: From 17 German and Swiss centers, data on all patients treated for liver oligometastases with SBRT since its introduction in 1997 has been collected and entered into a centralized database. In addition to patient and tumor characteristics, data on immobilization, image guidance and motion management as well as dose prescription and fractionation has been gathered. Besides dose response and survival statistics, time trends of the aforementioned variables have been investigated. RESULTS: In total, 474 patients with 623 liver oligometastases (median 1 lesion/patient; range 1–4) have been collected from 1997 until 2015. Predominant histologies were colorectal cancer (n = 213 pts.; 300 lesions) and breast cancer (n = 57; 81 lesions). All centers employed an SBRT specific setup. Initially, stereotactic coordinates and CT simulation were used for treatment set-up (55%), but eventually were replaced by CBCT guidance (28%) or more recently robotic tracking (17%). High variance in fraction (fx) number (median 1 fx; range 1–13) and dose per fraction (median: 18.5 Gy; range 3–37.5 Gy) was observed, although median BED remained consistently high after an initial learning curve. Median follow-up time was 15 months; median overall survival after SBRT was 24 months. One- and 2-year treated metastases control rate of treated lesions was 77% and 64%; if maximum isocenter biological equivalent dose (BED) was greater than 150 Gy EQD2Gy, it increased to 83% and 70%, respectively. Besides radiation dose colorectal and breast histology and motion management methods were associated with improved treated metastases control. CONCLUSION: After an initial learning curve with regards to total cumulative doses, consistently high biologically effective doses have been employed translating into high local tumor control at 1 and 2 years. The true impact of histology and motion management method on treated metastases control deserve deeper analysis. Overall survival is mainly influenced by histology and metastatic tumor burden.",exclusion,No comparator,,http://dx.doi.org/10.1093/annonc/mdz183 
